198399000,2026-09-09,2026-09-09,09969,诺诚健华,1287.00,必须,20.0000,16428.2200
198398999,2026-09-09,2026-09-09,09926,康方生物,793.00,必须,20.0000,65974.1800
198398998,2026-09-09,2026-09-09,09688,再鼎医药,1221.00,必须,20.0000,21118.9000
198398997,2026-09-09,2026-09-09,09606,映恩生物－Ｂ,78.00,必须,20.0000,12587.2800
198398996,2026-09-09,2026-09-09,06990,科伦博泰生物,70.00,必须,20.0000,29542.2500
198398995,2026-09-09,2026-09-09,06855,亚盛医药,322.00,必须,20.0000,9523.7400
198398994,2026-09-09,2026-09-09,06618,京东健康,605.00,必须,20.0000,19149.7100
198398993,2026-09-09,2026-09-09,06160,百济神州,569.00,必须,20.0000,104715.1700
198398992,2026-09-09,2026-09-09,03933,联邦制药,1275.00,必须,20.0000,9328.3800
198398991,2026-09-09,2026-09-09,03696,英矽智能,92.00,必须,20.0000,4045.8000
198398990,2026-09-09,2026-09-09,03692,翰森制药,1630.00,必须,20.0000,50860.4100
198398989,2026-09-09,2026-09-09,03320,华润医药,2029.00,必须,20.0000,7878.6900
198398988,2026-09-09,2026-09-09,02359,药明康德,522.00,必须,20.0000,88210.6000
198398987,2026-09-09,2026-09-09,02269,药明生物,2731.00,必须,20.0000,116437.8900
198398986,2026-09-09,2026-09-09,02268,药明合联,407.00,必须,20.0000,26293.0400
198398985,2026-09-09,2026-09-09,02252,微创机器人－Ｂ,496.00,必须,20.0000,9085.1800
198398984,2026-09-09,2026-09-09,02228,晶泰控股,3938.00,必须,20.0000,24299.3900
198398983,2026-09-09,2026-09-09,02096,先声药业,978.00,必须,20.0000,9836.5800
198398982,2026-09-09,2026-09-09,01801,信达生物,1217.00,必须,20.0000,105459.0900
198398981,2026-09-09,2026-09-09,01548,金斯瑞生物科技,1531.00,必须,20.0000,45917.6900
198398980,2026-09-09,2026-09-09,01530,三生制药,2186.00,必须,20.0000,31060.8600
198398979,2026-09-09,2026-09-09,01177,中国生物制药,11109.00,必须,20.0000,56154.5800
198398978,2026-09-09,2026-09-09,01099,国药控股,722.00,必须,20.0000,10009.1300
198398977,2026-09-09,2026-09-09,01093,石药集团,8684.00,必须,20.0000,70745.1100
198398976,2026-09-09,2026-09-09,01066,威高股份,2649.00,必须,20.0000,7445.4500
198398975,2026-09-09,2026-09-09,00867,康哲药业,1445.00,必须,20.0000,13796.3000
198398974,2026-09-09,2026-09-09,00853,微创医疗,1342.00,必须,20.0000,7050.5700
198398973,2026-09-09,2026-09-09,00512,远大医药,1720.00,必须,20.0000,7363.0800
198398972,2026-09-09,2026-09-09,00241,阿里健康,3483.00,必须,20.0000,9458.2100
198398971,2026-09-09,2026-09-09,00013,和黄医药,610.00,必须,20.0000,11658.6400
