market_type,security_code,orig_time,kline_time,open_price,high_price,low_price,close_price,volume_trade,value_trade,variety_category,open_price_yuan,high_price_yuan,low_price_yuan,close_price_yuan,volume_shares,value_trade_yuan
102,159691,0,202608260930,1226000,1228000,1224000,1226000,91410000,111967080000,0,1.226,1.228,1.224,1.226,914100,1119670.8
102,159691,0,202608260931,1227000,1227000,1225000,1227000,51670000,63393050000,0,1.227,1.227,1.225,1.227,516700,633930.5
102,159691,0,202608260932,1227000,1227000,1226000,1226000,30490000,37381160000,0,1.227,1.227,1.226,1.226,304900,373811.6
102,159691,0,202608260933,1226000,1226000,1225000,1225000,35900000,43981960000,0,1.226,1.226,1.225,1.225,359000,439819.6
102,159691,0,202608260934,1225000,1226000,1225000,1225000,38440000,47122800000,0,1.225,1.226,1.225,1.225,384400,471228
102,159691,0,202608260935,1226000,1226000,1224000,1225000,25450000,31177290000,0,1.226,1.226,1.224,1.225,254500,311772.9
102,159691,0,202608260936,1225000,1226000,1225000,1226000,82430000,101009170000,0,1.225,1.226,1.225,1.226,824300,1010091.7
102,159691,0,202608260937,1226000,1229000,1226000,1229000,170500000,209255350000,0,1.226,1.229,1.226,1.229,1705000,2092553.5
102,159691,0,202608260938,1228000,1229000,1227000,1229000,86670000,106468580000,0,1.228,1.229,1.227,1.229,866700,1064685.8
102,159691,0,202608260939,1229000,1230000,1229000,1230000,81720000,100515540000,0,1.229,1.23,1.229,1.23,817200,1005155.4
102,159691,0,202608260940,1230000,1230000,1228000,1228000,151780000,186400890000,0,1.23,1.23,1.228,1.228,1517800,1864008.9
102,159691,0,202608260941,1228000,1231000,1228000,1231000,218910000,269250120000,0,1.228,1.231,1.228,1.231,2189100,2692501.2
102,159691,0,202608260942,1231000,1231000,1230000,1231000,114870000,141397580000,0,1.231,1.231,1.23,1.231,1148700,1413975.8
102,159691,0,202608260943,1231000,1231000,1230000,1230000,88230000,108522900000,0,1.231,1.231,1.23,1.23,882300,1085229
102,159691,0,202608260944,1230000,1231000,1230000,1230000,52820000,64975390000,0,1.23,1.231,1.23,1.23,528200,649753.9
102,159691,0,202608260945,1230000,1231000,1230000,1231000,54510000,67071530000,0,1.23,1.231,1.23,1.231,545100,670715.3
102,159691,0,202608260946,1231000,1231000,1230000,1230000,43060000,52983800000,0,1.231,1.231,1.23,1.23,430600,529838
102,159691,0,202608260947,1231000,1231000,1230000,1230000,114870000,141290590000,0,1.231,1.231,1.23,1.23,1148700,1412905.9
102,159691,0,202608260948,1230000,1230000,1229000,1230000,56460000,69389350000,0,1.23,1.23,1.229,1.23,564600,693893.5
102,159691,0,202608260949,1229000,1230000,1229000,1230000,41250000,50717240000,0,1.229,1.23,1.229,1.23,412500,507172.4
102,159691,0,202608260950,1230000,1231000,1229000,1231000,103460000,127269010000,0,1.23,1.231,1.229,1.231,1034600,1272690.1
102,159691,0,202608260951,1231000,1231000,1230000,1230000,41990000,51669590000,0,1.231,1.231,1.23,1.23,419900,516695.9
102,159691,0,202608260952,1230000,1231000,1230000,1231000,125840000,154901740000,0,1.23,1.231,1.23,1.231,1258400,1549017.4
102,159691,0,202608260953,1231000,1232000,1231000,1231000,100610000,123851400000,0,1.231,1.232,1.231,1.231,1006100,1238514
102,159691,0,202608260954,1231000,1232000,1231000,1232000,43300000,53302500000,0,1.231,1.232,1.231,1.232,433000,533025
