market_type,security_code,orig_time,kline_time,open_price,high_price,low_price,close_price,volume_trade,value_trade,variety_category,open_price_yuan,high_price_yuan,low_price_yuan,close_price_yuan,volume_shares,value_trade_yuan
102,159518,0,202608240930,1263000,1263000,1260000,1262000,845550000,1067392330000,0,1.263,1.263,1.26,1.262,8455500,10673923.3
102,159518,0,202608240931,1261000,1263000,1261000,1262000,358010000,451655470000,0,1.261,1.263,1.261,1.262,3580100,4516554.7
102,159518,0,202608240932,1262000,1263000,1262000,1262000,43830000,55322660000,0,1.262,1.263,1.262,1.262,438300,553226.6
102,159518,0,202608240933,1262000,1263000,1262000,1263000,150880000,190482490000,0,1.262,1.263,1.262,1.263,1508800,1904824.9
102,159518,0,202608240934,1263000,1263000,1262000,1262000,61340000,77456720000,0,1.263,1.263,1.262,1.262,613400,774567.2
102,159518,0,202608240935,1263000,1267000,1263000,1266000,1224070000,1548761500000,0,1.263,1.267,1.263,1.266,12240700,15487615
102,159518,0,202608240936,1266000,1267000,1266000,1267000,98860000,125247700000,0,1.266,1.267,1.266,1.267,988600,1252477
102,159518,0,202608240937,1266000,1267000,1266000,1267000,120550000,152712090000,0,1.266,1.267,1.266,1.267,1205500,1527120.9
102,159518,0,202608240938,1267000,1267000,1265000,1265000,368260000,466185660000,0,1.267,1.267,1.265,1.265,3682600,4661856.6
102,159518,0,202608240939,1266000,1267000,1265000,1267000,125640000,159061280000,0,1.266,1.267,1.265,1.267,1256400,1590612.8
102,159518,0,202608240940,1267000,1269000,1266000,1267000,563550000,714195310000,0,1.267,1.269,1.266,1.267,5635500,7141953.1
102,159518,0,202608240941,1266000,1267000,1266000,1266000,93850000,118883290000,0,1.266,1.267,1.266,1.266,938500,1188832.9
102,159518,0,202608240942,1266000,1268000,1266000,1267000,173230000,219493810000,0,1.266,1.268,1.266,1.267,1732300,2194938.1
102,159518,0,202608240943,1268000,1268000,1267000,1267000,253770000,321510920000,0,1.268,1.268,1.267,1.267,2537700,3215109.2
102,159518,0,202608240944,1266000,1267000,1266000,1267000,132600000,167944350000,0,1.266,1.267,1.266,1.267,1326000,1679443.5
102,159518,0,202608240945,1266000,1267000,1266000,1266000,169980000,215226670000,0,1.266,1.267,1.266,1.266,1699800,2152266.7
102,159518,0,202608240946,1266000,1267000,1266000,1266000,20720000,26236190000,0,1.266,1.267,1.266,1.266,207200,262361.9
102,159518,0,202608240947,1266000,1267000,1265000,1265000,51890000,65665710000,0,1.266,1.267,1.265,1.265,518900,656657.1
102,159518,0,202608240948,1265000,1266000,1265000,1265000,70870000,89653710000,0,1.265,1.266,1.265,1.265,708700,896537.1
102,159518,0,202608240949,1265000,1267000,1265000,1266000,192590000,243859040000,0,1.265,1.267,1.265,1.266,1925900,2438590.4
102,159518,0,202608240950,1267000,1267000,1266000,1267000,49460000,62655870000,0,1.267,1.267,1.266,1.267,494600,626558.7
102,159518,0,202608240951,1267000,1267000,1266000,1267000,5900000,7471790000,0,1.267,1.267,1.266,1.267,59000,74717.9
102,159518,0,202608240952,1267000,1267000,1266000,1267000,46180000,58478300000,0,1.267,1.267,1.266,1.267,461800,584783
102,159518,0,202608240953,1267000,1268000,1266000,1267000,516200000,654340590000,0,1.267,1.268,1.266,1.267,5162000,6543405.9
102,159518,0,202608240954,1267000,1268000,1267000,1268000,57830000,73272770000,0,1.267,1.268,1.267,1.268,578300,732727.7
102,159518,0,202608240955,1267000,1268000,1267000,1267000,128940000,163414390000,0,1.267,1.268,1.267,1.267,1289400,1634143.9
102,159518,0,202608240956,1267000,1267000,1266000,1267000,61240000,77583210000,0,1.267,1.267,1.266,1.267,612400,775832.1
102,159518,0,202608240957,1267000,1267000,1266000,1266000,23790000,30131690000,0,1.267,1.267,1.266,1.266,237900,301316.9
102,159518,0,202608240958,1266000,1267000,1266000,1266000,38130000,48278590000,0,1.266,1.267,1.266,1.266,381300,482785.9
102,159518,0,202608240959,1267000,1267000,1266000,1267000,130690000,165552720000,0,1.267,1.267,1.266,1.267,1306900,1655527.2
102,159518,0,202608241000,1267000,1267000,1266000,1266000,93140000,117972370000,0,1.267,1.267,1.266,1.266,931400,1179723.7
102,159518,0,202608241001,1266000,1267000,1266000,1267000,31500000,39906330000,0,1.266,1.267,1.266,1.267,315000,399063.3
102,159518,0,202608241002,1267000,1267000,1266000,1266000,29980000,37972890000,0,1.267,1.267,1.266,1.266,299800,379728.9
102,159518,0,202608241003,1267000,1267000,1266000,1267000,19410000,24590750000,0,1.267,1.267,1.266,1.267,194100,245907.5
102,159518,0,202608241004,1267000,1267000,1266000,1266000,24090000,30521740000,0,1.267,1.267,1.266,1.266,240900,305217.4
102,159518,0,202608241005,1267000,1268000,1267000,1267000,93100000,118009790000,0,1.267,1.268,1.267,1.267,931000,1180097.9
102,159518,0,202608241006,1267000,1269000,1267000,1269000,204180000,258974440000,0,1.267,1.269,1.267,1.269,2041800,2589744.4
102,159518,0,202608241007,1269000,1269000,1268000,1269000,121930000,154728740000,0,1.269,1.269,1.268,1.269,1219300,1547287.4
102,159518,0,202608241008,1269000,1270000,1269000,1270000,128310000,162927370000,0,1.269,1.27,1.269,1.27,1283100,1629273.7
102,159518,0,202608241009,1270000,1271000,1270000,1271000,278620000,353910260000,0,1.27,1.271,1.27,1.271,2786200,3539102.6
102,159518,0,202608241010,1271000,1271000,1270000,1270000,204630000,260012620000,0,1.271,1.271,1.27,1.27,2046300,2600126.2
102,159518,0,202608241011,1270000,1271000,1270000,1270000,273100000,346894240000,0,1.27,1.271,1.27,1.27,2731000,3468942.4
102,159518,0,202608241012,1270000,1271000,1270000,1270000,73250000,93069510000,0,1.27,1.271,1.27,1.27,732500,930695.1
102,159518,0,202608241013,1271000,1272000,1270000,1272000,363890000,462697820000,0,1.271,1.272,1.27,1.272,3638900,4626978.2
102,159518,0,202608241014,1272000,1272000,1271000,1272000,284620000,361772400000,0,1.272,1.272,1.271,1.272,2846200,3617724
102,159518,0,202608241015,1272000,1272000,1271000,1271000,74940000,95314250000,0,1.272,1.272,1.271,1.271,749400,953142.5
102,159518,0,202608241016,1271000,1272000,1271000,1272000,109570000,139353990000,0,1.271,1.272,1.271,1.272,1095700,1393539.9
102,159518,0,202608241017,1271000,1272000,1271000,1271000,42130000,53580960000,0,1.271,1.272,1.271,1.271,421300,535809.6
102,159518,0,202608241018,1271000,1272000,1271000,1272000,106510000,135469830000,0,1.271,1.272,1.271,1.272,1065100,1354698.3
102,159518,0,202608241019,1272000,1273000,1271000,1273000,241490000,307212680000,0,1.272,1.273,1.271,1.273,2414900,3072126.8
102,159518,0,202608241020,1273000,1273000,1272000,1273000,355780000,452899580000,0,1.273,1.273,1.272,1.273,3557800,4528995.8
102,159518,0,202608241021,1272000,1273000,1272000,1273000,170530000,217029310000,0,1.272,1.273,1.272,1.273,1705300,2170293.1
102,159518,0,202608241022,1272000,1274000,1272000,1274000,374730000,477206350000,0,1.272,1.274,1.272,1.274,3747300,4772063.5
102,159518,0,202608241023,1274000,1275000,1274000,1275000,374050000,476771270000,0,1.274,1.275,1.274,1.275,3740500,4767712.7
102,159518,0,202608241024,1275000,1275000,1273000,1274000,241760000,307908330000,0,1.275,1.275,1.273,1.274,2417600,3079083.3
102,159518,0,202608241025,1273000,1274000,1273000,1274000,141690000,180384330000,0,1.273,1.274,1.273,1.274,1416900,1803843.3
102,159518,0,202608241026,1273000,1274000,1273000,1274000,76330000,97230460000,0,1.273,1.274,1.273,1.274,763300,972304.6
102,159518,0,202608241027,1273000,1274000,1273000,1274000,93550000,119173420000,0,1.273,1.274,1.273,1.274,935500,1191734.2
102,159518,0,202608241028,1274000,1274000,1273000,1274000,100840000,128462950000,0,1.274,1.274,1.273,1.274,1008400,1284629.5
102,159518,0,202608241029,1274000,1275000,1274000,1274000,482430000,614832390000,0,1.274,1.275,1.274,1.274,4824300,6148323.9
102,159518,0,202608241030,1274000,1275000,1274000,1275000,29890000,38094830000,0,1.274,1.275,1.274,1.275,298900,380948.3
102,159518,0,202608241031,1275000,1276000,1275000,1275000,192920000,245981650000,0,1.275,1.276,1.275,1.275,1929200,2459816.5
102,159518,0,202608241032,1276000,1276000,1276000,1276000,207380000,264611800000,0,1.276,1.276,1.276,1.276,2073800,2646118
102,159518,0,202608241033,1275000,1276000,1275000,1275000,95900000,122286990000,0,1.275,1.276,1.275,1.275,959000,1222869.9
102,159518,0,202608241034,1275000,1275000,1274000,1275000,31940000,40710090000,0,1.275,1.275,1.274,1.275,319400,407100.9
102,159518,0,202608241035,1275000,1276000,1275000,1276000,232170000,296110770000,0,1.275,1.276,1.275,1.276,2321700,2961107.7
102,159518,0,202608241036,1277000,1277000,1276000,1276000,210150000,268170520000,0,1.277,1.277,1.276,1.276,2101500,2681705.2
102,159518,0,202608241037,1276000,1276000,1275000,1276000,37720000,48128950000,0,1.276,1.276,1.275,1.276,377200,481289.5
102,159518,0,202608241038,1275000,1276000,1275000,1275000,25430000,32442810000,0,1.275,1.276,1.275,1.275,254300,324428.1
102,159518,0,202608241039,1275000,1275000,1274000,1274000,155550000,198315200000,0,1.275,1.275,1.274,1.274,1555500,1983152
102,159518,0,202608241040,1275000,1275000,1274000,1275000,44850000,57167720000,0,1.275,1.275,1.274,1.275,448500,571677.2
102,159518,0,202608241041,1275000,1275000,1274000,1274000,18160000,23147440000,0,1.275,1.275,1.274,1.274,181600,231474.4
102,159518,0,202608241042,1274000,1275000,1274000,1275000,34490000,43966670000,0,1.274,1.275,1.274,1.275,344900,439666.7
102,159518,0,202608241043,1274000,1276000,1274000,1276000,59350000,75676770000,0,1.274,1.276,1.274,1.276,593500,756767.7
102,159518,0,202608241044,1276000,1276000,1276000,1276000,68250000,87086010000,0,1.276,1.276,1.276,1.276,682500,870860.1
102,159518,0,202608241045,1276000,1276000,1275000,1276000,32530000,41496740000,0,1.276,1.276,1.275,1.276,325300,414967.4
102,159518,0,202608241046,1275000,1276000,1275000,1276000,200640000,256013080000,0,1.275,1.276,1.275,1.276,2006400,2560130.8
102,159518,0,202608241047,1276000,1276000,1275000,1276000,37250000,47528750000,0,1.276,1.276,1.275,1.276,372500,475287.5
102,159518,0,202608241048,1276000,1276000,1275000,1275000,78200000,99769270000,0,1.276,1.276,1.275,1.275,782000,997692.7
102,159518,0,202608241049,1275000,1276000,1275000,1275000,24770000,31598040000,0,1.275,1.276,1.275,1.275,247700,315980.4
102,159518,0,202608241050,1275000,1276000,1275000,1275000,33370000,42580070000,0,1.275,1.276,1.275,1.275,333700,425800.7
102,159518,0,202608241051,1276000,1276000,1275000,1276000,36850000,47019820000,0,1.276,1.276,1.275,1.276,368500,470198.2
102,159518,0,202608241052,1276000,1276000,1275000,1275000,41450000,52877470000,0,1.276,1.276,1.275,1.275,414500,528774.7
102,159518,0,202608241053,1275000,1277000,1275000,1277000,24710000,31532510000,0,1.275,1.277,1.275,1.277,247100,315325.1
102,159518,0,202608241054,1277000,1278000,1276000,1278000,224480000,286677850000,0,1.277,1.278,1.276,1.278,2244800,2866778.5
102,159518,0,202608241055,1278000,1278000,1277000,1278000,163730000,209245960000,0,1.278,1.278,1.277,1.278,1637300,2092459.6
102,159518,0,202608241056,1278000,1278000,1277000,1278000,68060000,86974730000,0,1.278,1.278,1.277,1.278,680600,869747.3
102,159518,0,202608241057,1278000,1278000,1277000,1278000,71740000,91680590000,0,1.278,1.278,1.277,1.278,717400,916805.9
102,159518,0,202608241058,1277000,1278000,1277000,1277000,187980000,240064570000,0,1.277,1.278,1.277,1.277,1879800,2400645.7
102,159518,0,202608241059,1277000,1278000,1277000,1278000,86580000,110648440000,0,1.277,1.278,1.277,1.278,865800,1106484.4
102,159518,0,202608241100,1278000,1278000,1277000,1277000,69100000,88297520000,0,1.278,1.278,1.277,1.277,691000,882975.2
102,159518,0,202608241101,1278000,1278000,1277000,1278000,71030000,90767880000,0,1.278,1.278,1.277,1.278,710300,907678.8
102,159518,0,202608241102,1278000,1278000,1277000,1277000,54490000,69627280000,0,1.278,1.278,1.277,1.277,544900,696272.8
102,159518,0,202608241103,1277000,1278000,1277000,1278000,38600000,49319710000,0,1.277,1.278,1.277,1.278,386000,493197.1
102,159518,0,202608241104,1278000,1279000,1277000,1278000,69020000,88217140000,0,1.278,1.279,1.277,1.278,690200,882171.4
102,159518,0,202608241105,1278000,1280000,1278000,1280000,599790000,767420810000,0,1.278,1.28,1.278,1.28,5997900,7674208.1
102,159518,0,202608241106,1280000,1280000,1279000,1280000,212890000,272494680000,0,1.28,1.28,1.279,1.28,2128900,2724946.8
102,159518,0,202608241107,1280000,1280000,1279000,1280000,96060000,122951490000,0,1.28,1.28,1.279,1.28,960600,1229514.9
102,159518,0,202608241108,1280000,1280000,1279000,1279000,267190000,341821930000,0,1.28,1.28,1.279,1.279,2671900,3418219.3
102,159518,0,202608241109,1278000,1279000,1278000,1278000,34200000,43734890000,0,1.278,1.279,1.278,1.278,342000,437348.9
102,159518,0,202608241110,1278000,1279000,1278000,1279000,36120000,46166980000,0,1.278,1.279,1.278,1.279,361200,461669.8
102,159518,0,202608241111,1279000,1279000,1278000,1279000,21380000,27337200000,0,1.279,1.279,1.278,1.279,213800,273372
102,159518,0,202608241112,1279000,1279000,1278000,1279000,37960000,48538970000,0,1.279,1.279,1.278,1.279,379600,485389.7
102,159518,0,202608241113,1279000,1279000,1278000,1279000,39140000,50059920000,0,1.279,1.279,1.278,1.279,391400,500599.2
102,159518,0,202608241114,1279000,1279000,1278000,1279000,37410000,47831320000,0,1.279,1.279,1.278,1.279,374100,478313.2
102,159518,0,202608241115,1279000,1279000,1278000,1279000,76250000,97507860000,0,1.279,1.279,1.278,1.279,762500,975078.6
102,159518,0,202608241116,1279000,1280000,1279000,1280000,52230000,66834540000,0,1.279,1.28,1.279,1.28,522300,668345.4
102,159518,0,202608241117,1280000,1281000,1280000,1281000,157670000,201874000000,0,1.28,1.281,1.28,1.281,1576700,2018740
102,159518,0,202608241118,1281000,1281000,1280000,1280000,86130000,110327130000,0,1.281,1.281,1.28,1.28,861300,1103271.3
102,159518,0,202608241119,1280000,1281000,1280000,1281000,44250000,56675520000,0,1.28,1.281,1.28,1.281,442500,566755.2
102,159518,0,202608241120,1280000,1281000,1280000,1281000,60930000,78041000000,0,1.28,1.281,1.28,1.281,609300,780410
102,159518,0,202608241121,1281000,1281000,1280000,1280000,174430000,223363460000,0,1.281,1.281,1.28,1.28,1744300,2233634.6
102,159518,0,202608241122,1280000,1281000,1280000,1281000,67380000,86247770000,0,1.28,1.281,1.28,1.281,673800,862477.7
102,159518,0,202608241123,1281000,1281000,1280000,1281000,61770000,79121040000,0,1.281,1.281,1.28,1.281,617700,791210.4
102,159518,0,202608241124,1281000,1281000,1280000,1280000,77190000,98848800000,0,1.281,1.281,1.28,1.28,771900,988488
102,159518,0,202608241125,1280000,1280000,1279000,1279000,91990000,117742870000,0,1.28,1.28,1.279,1.279,919900,1177428.7
102,159518,0,202608241126,1279000,1279000,1278000,1278000,179590000,229654500000,0,1.279,1.279,1.278,1.278,1795900,2296545
102,159518,0,202608241127,1279000,1279000,1278000,1279000,33060000,42253230000,0,1.279,1.279,1.278,1.279,330600,422532.3
102,159518,0,202608241128,1279000,1279000,1278000,1279000,55470000,70930620000,0,1.279,1.279,1.278,1.279,554700,709306.2
102,159518,0,202608241129,1279000,1279000,1278000,1279000,105940000,135451000000,0,1.279,1.279,1.278,1.279,1059400,1354510
102,159518,0,202608241130,1279000,1279000,1279000,1279000,13430000,17176970000,0,1.279,1.279,1.279,1.279,134300,171769.7
102,159518,0,202608241300,1278000,1278000,1277000,1277000,144360000,184491580000,0,1.278,1.278,1.277,1.277,1443600,1844915.8
102,159518,0,202608241301,1277000,1277000,1277000,1277000,238640000,304742210000,0,1.277,1.277,1.277,1.277,2386400,3047422.1
