market_type,security_code,orig_time,kline_time,open_price,high_price,low_price,close_price,volume_trade,value_trade,variety_category,open_price_yuan,high_price_yuan,low_price_yuan,close_price_yuan,volume_shares,value_trade_yuan
102,159518,0,202608130930,1190000,1194000,1190000,1193000,1371920000,1633858660000,0,1.19,1.194,1.19,1.193,13719200,16338586.6
102,159518,0,202608130931,1193000,1193000,1191000,1191000,953440000,1135962620000,0,1.193,1.193,1.191,1.191,9534400,11359626.2
102,159518,0,202608130932,1191000,1192000,1190000,1190000,485820000,578519080000,0,1.191,1.192,1.19,1.19,4858200,5785190.8
102,159518,0,202608130933,1190000,1191000,1190000,1191000,285620000,340151320000,0,1.19,1.191,1.19,1.191,2856200,3401513.2
102,159518,0,202608130934,1191000,1192000,1190000,1191000,481680000,573565970000,0,1.191,1.192,1.19,1.191,4816800,5735659.7
102,159518,0,202608130935,1192000,1192000,1191000,1192000,95810000,114192520000,0,1.192,1.192,1.191,1.192,958100,1141925.2
102,159518,0,202608130936,1192000,1192000,1191000,1191000,26030000,31015260000,0,1.192,1.192,1.191,1.191,260300,310152.6
102,159518,0,202608130937,1192000,1192000,1192000,1192000,28070000,33454010000,0,1.192,1.192,1.192,1.192,280700,334540.1
102,159518,0,202608130938,1192000,1192000,1191000,1191000,98820000,117764880000,0,1.192,1.192,1.191,1.191,988200,1177648.8
102,159518,0,202608130939,1191000,1193000,1191000,1192000,161680000,192719360000,0,1.191,1.193,1.191,1.192,1616800,1927193.6
102,159518,0,202608130940,1193000,1193000,1191000,1193000,120750000,143942350000,0,1.193,1.193,1.191,1.193,1207500,1439423.5
102,159518,0,202608130941,1193000,1193000,1192000,1193000,125940000,150145600000,0,1.193,1.193,1.192,1.193,1259400,1501456
102,159518,0,202608130942,1193000,1193000,1192000,1193000,12530000,14938820000,0,1.193,1.193,1.192,1.193,125300,149388.2
102,159518,0,202608130943,1193000,1193000,1192000,1193000,116160000,138463010000,0,1.193,1.193,1.192,1.193,1161600,1384630.1
102,159518,0,202608130944,1192000,1193000,1192000,1193000,86160000,102710980000,0,1.192,1.193,1.192,1.193,861600,1027109.8
102,159518,0,202608130945,1193000,1193000,1191000,1191000,130800000,155897270000,0,1.193,1.193,1.191,1.191,1308000,1558972.7
102,159518,0,202608130946,1192000,1192000,1191000,1191000,184610000,219873220000,0,1.192,1.192,1.191,1.191,1846100,2198732.2
102,159518,0,202608130947,1192000,1192000,1190000,1191000,208210000,247975080000,0,1.192,1.192,1.19,1.191,2082100,2479750.8
102,159518,0,202608130948,1191000,1192000,1191000,1192000,39200000,46718090000,0,1.191,1.192,1.191,1.192,392000,467180.9
102,159518,0,202608130949,1192000,1192000,1191000,1191000,16980000,20234490000,0,1.192,1.192,1.191,1.191,169800,202344.9
102,159518,0,202608130950,1191000,1192000,1191000,1191000,41020000,48863880000,0,1.191,1.192,1.191,1.191,410200,488638.8
102,159518,0,202608130951,1191000,1192000,1191000,1191000,24190000,28819710000,0,1.191,1.192,1.191,1.191,241900,288197.1
102,159518,0,202608130952,1191000,1193000,1191000,1193000,218720000,260721090000,0,1.191,1.193,1.191,1.193,2187200,2607210.9
102,159518,0,202608130953,1193000,1193000,1192000,1192000,96150000,114618840000,0,1.193,1.193,1.192,1.192,961500,1146188.4
102,159518,0,202608130954,1192000,1192000,1191000,1191000,19640000,23409100000,0,1.192,1.192,1.191,1.191,196400,234091
102,159518,0,202608130955,1192000,1192000,1191000,1192000,5610000,6685690000,0,1.192,1.192,1.191,1.192,56100,66856.9
102,159518,0,202608130956,1191000,1192000,1191000,1192000,7230000,8611850000,0,1.191,1.192,1.191,1.192,72300,86118.5
102,159518,0,202608130957,1192000,1192000,1191000,1191000,21450000,25547470000,0,1.192,1.192,1.191,1.191,214500,255474.7
102,159518,0,202608130958,1191000,1192000,1191000,1191000,15840000,18865970000,0,1.191,1.192,1.191,1.191,158400,188659.7
102,159518,0,202608130959,1192000,1192000,1191000,1191000,11890000,14161090000,0,1.192,1.192,1.191,1.191,118900,141610.9
102,159518,0,202608131000,1191000,1192000,1191000,1191000,15320000,18251810000,0,1.191,1.192,1.191,1.191,153200,182518.1
102,159518,0,202608131001,1191000,1192000,1191000,1192000,37810000,45039050000,0,1.191,1.192,1.191,1.192,378100,450390.5
102,159518,0,202608131002,1192000,1192000,1191000,1192000,9450000,11259080000,0,1.192,1.192,1.191,1.192,94500,112590.8
102,159518,0,202608131003,1192000,1192000,1191000,1192000,30780000,36686690000,0,1.192,1.192,1.191,1.192,307800,366866.9
102,159518,0,202608131004,1192000,1192000,1191000,1192000,23580000,28101150000,0,1.192,1.192,1.191,1.192,235800,281011.5
102,159518,0,202608131005,1192000,1192000,1191000,1192000,12570000,14982740000,0,1.192,1.192,1.191,1.192,125700,149827.4
102,159518,0,202608131006,1192000,1192000,1191000,1191000,59770000,71227820000,0,1.192,1.192,1.191,1.191,597700,712278.2
102,159518,0,202608131007,1192000,1192000,1191000,1191000,35870000,42755220000,0,1.192,1.192,1.191,1.191,358700,427552.2
102,159518,0,202608131008,1191000,1192000,1191000,1191000,2560000,3049340000,0,1.191,1.192,1.191,1.191,25600,30493.4
102,159518,0,202608131009,1192000,1192000,1191000,1191000,67020000,79828020000,0,1.192,1.192,1.191,1.191,670200,798280.2
102,159518,0,202608131010,1192000,1192000,1191000,1192000,8120000,9678690000,0,1.192,1.192,1.191,1.192,81200,96786.9
102,159518,0,202608131011,1191000,1192000,1191000,1192000,7830000,9331870000,0,1.191,1.192,1.191,1.192,78300,93318.7
102,159518,0,202608131012,1192000,1192000,1191000,1191000,1880000,2239790000,0,1.192,1.192,1.191,1.191,18800,22397.9
102,159518,0,202608131013,1191000,1192000,1191000,1192000,11070000,13188960000,0,1.191,1.192,1.191,1.192,110700,131889.6
102,159518,0,202608131014,1192000,1192000,1191000,1191000,7690000,9164910000,0,1.192,1.192,1.191,1.191,76900,91649.1
102,159518,0,202608131015,1192000,1192000,1191000,1192000,8860000,10560710000,0,1.192,1.192,1.191,1.192,88600,105607.1
102,159518,0,202608131016,1191000,1192000,1191000,1191000,3980000,4742850000,0,1.191,1.192,1.191,1.191,39800,47428.5
102,159518,0,202608131017,1191000,1192000,1191000,1192000,11890000,14165990000,0,1.191,1.192,1.191,1.192,118900,141659.9
102,159518,0,202608131018,1192000,1192000,1191000,1192000,14040000,16727240000,0,1.192,1.192,1.191,1.192,140400,167272.4
102,159518,0,202608131019,1192000,1192000,1191000,1191000,18060000,21515770000,0,1.192,1.192,1.191,1.191,180600,215157.7
