fund_code,fund_market,date,time,estimated_nav,stock_value_cny,fixed_cash_cny,estimated_cash_cny,creation_unit,published_nav,minute_component_count,minute_source_ref,minute_quote_source
520730,SH,2026-09-08,1010,0.747565832517,747577.95251700,0,-12.12,1000000,0.7476,40,minute:520730,Tencent minute; exact common timestamp intersection
520730,SH,2026-09-08,1011,0.747268204714,747280.32471400,0,-12.12,1000000,0.7476,40,minute:520730,Tencent minute; exact common timestamp intersection
520730,SH,2026-09-08,1012,0.7464835319075,746495.65190750,0,-12.12,1000000,0.7476,40,minute:520730,Tencent minute; exact common timestamp intersection
520730,SH,2026-09-08,1013,0.7456465245187,745658.64451870,0,-12.12,1000000,0.7476,40,minute:520730,Tencent minute; exact common timestamp intersection
520730,SH,2026-09-08,1014,0.7461803822288,746192.50222880,0,-12.12,1000000,0.7476,40,minute:520730,Tencent minute; exact common timestamp intersection
520730,SH,2026-09-08,1015,0.7457503721043,745762.49210430,0,-12.12,1000000,0.7476,40,minute:520730,Tencent minute; exact common timestamp intersection
520730,SH,2026-09-08,1016,0.7457223216676,745734.44166760,0,-12.12,1000000,0.7476,40,minute:520730,Tencent minute; exact common timestamp intersection
520730,SH,2026-09-08,1017,0.746043057461,746055.17746100,0,-12.12,1000000,0.7476,40,minute:520730,Tencent minute; exact common timestamp intersection
520730,SH,2026-09-08,1018,0.7460291684518,746041.28845180,0,-12.12,1000000,0.7476,40,minute:520730,Tencent minute; exact common timestamp intersection
520730,SH,2026-09-08,1019,0.7456075297849,745619.64978490,0,-12.12,1000000,0.7476,40,minute:520730,Tencent minute; exact common timestamp intersection
520730,SH,2026-09-08,1020,0.7451246272692,745136.74726920,0,-12.12,1000000,0.7476,40,minute:520730,Tencent minute; exact common timestamp intersection
520730,SH,2026-09-08,1021,0.7456146861704,745626.80617040,0,-12.12,1000000,0.7476,40,minute:520730,Tencent minute; exact common timestamp intersection
520730,SH,2026-09-08,1022,0.7457191607505,745731.28075050,0,-12.12,1000000,0.7476,40,minute:520730,Tencent minute; exact common timestamp intersection
520730,SH,2026-09-08,1023,0.7456241645976,745636.28459760,0,-12.12,1000000,0.7476,40,minute:520730,Tencent minute; exact common timestamp intersection
