fund_code,date,component_code,component_name,quantity,flag,valuation_method,amount_cny,price_hkd,price_date,source_path
159217,2026-09-08,159900,申赎现金,0.00,2,excluded_cash_placeholder,0,,,raw/pcf/159217_20260908.xml
159217,2026-09-08,00013,和黄医药,1240.00,1,unadjusted_close_times_fixed_fx,23699.5272800000,22.100,2026-09-08,raw/hk_daily/hk00013_day.json
159217,2026-09-08,00512,远大医药,2859.00,1,unadjusted_close_times_fixed_fx,12238.9758810000,4.950,2026-09-08,raw/hk_daily/hk00512_day.json
159217,2026-09-08,00867,康哲药业,2922.00,1,unadjusted_close_times_fixed_fx,27898.1246016000,11.040,2026-09-08,raw/hk_daily/hk00867_day.json
159217,2026-09-08,01093,石药集团,16186.00,1,unadjusted_close_times_fixed_fx,131860.9388184000,9.420,2026-09-08,raw/hk_daily/hk01093_day.json
159217,2026-09-08,01177,中国生物制药,23077.00,1,unadjusted_close_times_fixed_fx,116651.3019133000,5.845,2026-09-08,raw/hk_daily/hk01177_day.json
159217,2026-09-08,01276,恒瑞医药,362.00,1,unadjusted_close_times_fixed_fx,14501.1633888000,46.320,2026-09-08,raw/hk_daily/hk01276_day.json
159217,2026-09-08,01349,复旦张江,587.00,1,unadjusted_close_times_fixed_fx,1279.2763368000,2.520,2026-09-08,raw/hk_daily/hk01349_day.json
159217,2026-09-08,01513,丽珠医药,313.00,1,unadjusted_close_times_fixed_fx,5689.8756332000,21.020,2026-09-08,raw/hk_daily/hk01513_day.json
159217,2026-09-08,01530,三生制药,4428.00,1,unadjusted_close_times_fixed_fx,62917.4192328000,16.430,2026-09-08,raw/hk_daily/hk01530_day.json
159217,2026-09-08,01801,信达生物,1567.00,1,unadjusted_close_times_fixed_fx,135788.3285880000,100.200,2026-09-08,raw/hk_daily/hk01801_day.json
159217,2026-09-08,01877,君实生物,444.00,1,unadjusted_close_times_fixed_fx,6857.8842288000,17.860,2026-09-08,raw/hk_daily/hk01877_day.json
159217,2026-09-08,01952,云顶新耀,615.00,1,unadjusted_close_times_fixed_fx,17572.7964720000,33.040,2026-09-08,raw/hk_daily/hk01952_day.json
159217,2026-09-08,02096,先声药业,1882.00,1,unadjusted_close_times_fixed_fx,18928.8861212000,11.630,2026-09-08,raw/hk_daily/hk02096_day.json
159217,2026-09-08,02157,乐普生物,2360.00,1,unadjusted_close_times_fixed_fx,8572.0958400000,4.200,2026-09-08,raw/hk_daily/hk02157_day.json
159217,2026-09-08,02162,康诺亚-B,514.00,1,unadjusted_close_times_fixed_fx,35339.1396600000,79.500,2026-09-08,raw/hk_daily/hk02162_day.json
159217,2026-09-08,02171,科济药业-B,847.00,1,unadjusted_close_times_fixed_fx,9815.5340360000,13.400,2026-09-08,raw/hk_daily/hk02171_day.json
159217,2026-09-08,02186,绿叶制药,5032.00,1,unadjusted_close_times_fixed_fx,8355.4065408000,1.920,2026-09-08,raw/hk_daily/hk02186_day.json
159217,2026-09-08,02196,复星医药,1090.00,1,unadjusted_close_times_fixed_fx,16270.2045880000,17.260,2026-09-08,raw/hk_daily/hk02196_day.json
159217,2026-09-08,02410,同源康医药-Ｂ,545.00,1,unadjusted_close_times_fixed_fx,1743.9095300000,3.700,2026-09-08,raw/hk_daily/hk02410_day.json
159217,2026-09-08,02493,迈威生物-B,74.00,1,unadjusted_close_times_fixed_fx,1333.6908112000,20.840,2026-09-08,raw/hk_daily/hk02493_day.json
159217,2026-09-08,02575,轩竹生物-B,139.00,1,unadjusted_close_times_fixed_fx,1190.0788020000,9.900,2026-09-08,raw/hk_daily/hk02575_day.json
159217,2026-09-08,02595,劲方医药-B,148.00,1,unadjusted_close_times_fixed_fx,3463.5003216000,27.060,2026-09-08,raw/hk_daily/hk02595_day.json
159217,2026-09-08,02617,药捷安康-B,29.00,1,unadjusted_close_times_fixed_fx,242.8976693000,9.685,2026-09-08,raw/hk_daily/hk02617_day.json
159217,2026-09-08,03692,翰森制药,2833.00,1,unadjusted_close_times_fixed_fx,88397.2649648000,36.080,2026-09-08,raw/hk_daily/hk03692_day.json
159217,2026-09-08,03933,联邦制药,2615.00,1,unadjusted_close_times_fixed_fx,19132.3263780000,8.460,2026-09-08,raw/hk_daily/hk03933_day.json
159217,2026-09-08,06160,百济神州,704.00,1,unadjusted_close_times_fixed_fx,129559.7219840000,212.800,2026-09-08,raw/hk_daily/hk06160_day.json
159217,2026-09-08,06185,康希诺生物,224.00,1,unadjusted_close_times_fixed_fx,5710.8561664000,29.480,2026-09-08,raw/hk_daily/hk06185_day.json
159217,2026-09-08,06855,亚盛医药,662.00,1,unadjusted_close_times_fixed_fx,19579.8707280000,34.200,2026-09-08,raw/hk_daily/hk06855_day.json
159217,2026-09-08,06955,博安生物,320.00,1,unadjusted_close_times_fixed_fx,856.5177280000,3.095,2026-09-08,raw/hk_daily/hk06955_day.json
159217,2026-09-08,06990,科伦博泰生物,157.00,1,unadjusted_close_times_fixed_fx,66259.0491200000,488.000,2026-09-08,raw/hk_daily/hk06990_day.json
159217,2026-09-08,09606,映恩生物-B,39.00,1,unadjusted_close_times_fixed_fx,6293.6410680000,186.600,2026-09-08,raw/hk_daily/hk09606_day.json
159217,2026-09-08,09688,再鼎医药,2606.00,1,unadjusted_close_times_fixed_fx,45074.4184000000,20.000,2026-09-08,raw/hk_daily/hk09688_day.json
159217,2026-09-08,09887,维立志博-B,62.00,1,unadjusted_close_times_fixed_fx,3394.0725720000,63.300,2026-09-08,raw/hk_daily/hk09887_day.json
159217,2026-09-08,09926,康方生物,1244.00,1,unadjusted_close_times_fixed_fx,103495.4308960000,96.200,2026-09-08,raw/hk_daily/hk09926_day.json
159217,2026-09-08,09969,诺诚健华,2328.00,1,unadjusted_close_times_fixed_fx,29716.3221696000,14.760,2026-09-08,raw/hk_daily/hk09969_day.json
159217,2026-09-08,09995,荣昌生物,428.00,1,unadjusted_close_times_fixed_fx,28871.1508800000,78.000,2026-09-08,raw/hk_daily/hk09995_day.json
520700,2026-09-08,00013,和黄医药,1022,1,unadjusted_close_times_fixed_fx,19532.99748400,22.100,2026-09-08,raw/hk_daily/hk00013_day.json
520700,2026-09-08,00460,四环医药,7637,1,unadjusted_close_times_fixed_fx,5250.68112030,0.795,2026-09-08,raw/hk_daily/hk00460_day.json
520700,2026-09-08,00512,远大医药,2379,1,unadjusted_close_times_fixed_fx,10184.16356100,4.950,2026-09-08,raw/hk_daily/hk00512_day.json
520700,2026-09-08,00867,康哲药业,2448,1,unadjusted_close_times_fixed_fx,23372.55613440,11.040,2026-09-08,raw/hk_daily/hk00867_day.json
520700,2026-09-08,01093,石药集团,13520,1,unadjusted_close_times_fixed_fx,110142.09148800,9.420,2026-09-08,raw/hk_daily/hk01093_day.json
520700,2026-09-08,01177,中国生物制药,18811,1,unadjusted_close_times_fixed_fx,95087.21412190,5.845,2026-09-08,raw/hk_daily/hk01177_day.json
520700,2026-09-08,01276,恒瑞医药,303,1,unadjusted_close_times_fixed_fx,12137.71410720,46.320,2026-09-08,raw/hk_daily/hk01276_day.json
520700,2026-09-08,01349,复旦张江,439,1,unadjusted_close_times_fixed_fx,956.73306960,2.520,2026-09-08,raw/hk_daily/hk01349_day.json
520700,2026-09-08,01513,丽珠医药,251,1,unadjusted_close_times_fixed_fx,4562.80761640,21.020,2026-09-08,raw/hk_daily/hk01513_day.json
520700,2026-09-08,01530,三生制药,3403,1,unadjusted_close_times_fixed_fx,48353.20181780,16.430,2026-09-08,raw/hk_daily/hk01530_day.json
520700,2026-09-08,01548,金斯瑞生物科技,2565,1,unadjusted_close_times_fixed_fx,76929.37124400,34.680,2026-09-08,raw/hk_daily/hk01548_day.json
520700,2026-09-08,01801,信达生物,1938,1,unadjusted_close_times_fixed_fx,167937.32023200,100.200,2026-09-08,raw/hk_daily/hk01801_day.json
520700,2026-09-08,01877,君实生物,349,1,unadjusted_close_times_fixed_fx,5390.54413480,17.860,2026-09-08,raw/hk_daily/hk01877_day.json
520700,2026-09-08,01952,云顶新耀,474,1,unadjusted_close_times_fixed_fx,13543.91142720,33.040,2026-09-08,raw/hk_daily/hk01952_day.json
520700,2026-09-08,02096,先声药业,1722,1,unadjusted_close_times_fixed_fx,17319.62906520,11.630,2026-09-08,raw/hk_daily/hk02096_day.json
520700,2026-09-08,02157,乐普生物-B,1814,1,unadjusted_close_times_fixed_fx,6588.89061600,4.200,2026-09-08,raw/hk_daily/hk02157_day.json
520700,2026-09-08,02162,康诺亚-B,401,1,unadjusted_close_times_fixed_fx,27570.02919000,79.500,2026-09-08,raw/hk_daily/hk02162_day.json
520700,2026-09-08,02186,绿叶制药,4686,1,unadjusted_close_times_fixed_fx,7780.88931840,1.920,2026-09-08,raw/hk_daily/hk02186_day.json
520700,2026-09-08,02196,复星医药,907,1,unadjusted_close_times_fixed_fx,13538.60143240,17.260,2026-09-08,raw/hk_daily/hk02196_day.json
520700,2026-09-08,02228,晶泰控股,5770,1,unadjusted_close_times_fixed_fx,35603.73133900,7.135,2026-09-08,raw/hk_daily/hk02228_day.json
520700,2026-09-08,02268,药明合联,845,1,unadjusted_close_times_fixed_fx,54588.73563000,74.700,2026-09-08,raw/hk_daily/hk02268_day.json
520700,2026-09-08,02269,药明生物,4675,1,unadjusted_close_times_fixed_fx,199321.55155000,49.300,2026-09-08,raw/hk_daily/hk02269_day.json
520700,2026-09-08,02315,百奥赛图-B,93,1,unadjusted_close_times_fixed_fx,4966.44505500,61.750,2026-09-08,raw/hk_daily/hk02315_day.json
520700,2026-09-08,02359,药明康德,829,1,unadjusted_close_times_fixed_fx,140089.25141200,195.400,2026-09-08,raw/hk_daily/hk02359_day.json
520700,2026-09-08,02565,派格生物医药-B,27,1,unadjusted_close_times_fixed_fx,131.69478960,5.640,2026-09-08,raw/hk_daily/hk02565_day.json
520700,2026-09-08,02575,轩竹生物,104,1,unadjusted_close_times_fixed_fx,890.41867200,9.900,2026-09-08,raw/hk_daily/hk02575_day.json
520700,2026-09-08,03347,泰格医药,206,1,unadjusted_close_times_fixed_fx,7407.59841360,41.580,2026-09-08,raw/hk_daily/hk03347_day.json
520700,2026-09-08,03692,翰森制药,3049,1,unadjusted_close_times_fixed_fx,95137.04937440,36.080,2026-09-08,raw/hk_daily/hk03692_day.json
520700,2026-09-08,03696,英矽智能,106,1,unadjusted_close_times_fixed_fx,4661.46628200,50.850,2026-09-08,raw/hk_daily/hk03696_day.json
520700,2026-09-08,03759,康龙化成,591,1,unadjusted_close_times_fixed_fx,14852.81649720,29.060,2026-09-08,raw/hk_daily/hk03759_day.json
520700,2026-09-08,06127,昭衍新药,200,1,unadjusted_close_times_fixed_fx,3888.23072000,22.480,2026-09-08,raw/hk_daily/hk06127_day.json
520700,2026-09-08,06160,百济神州,871,1,unadjusted_close_times_fixed_fx,160293.34921600,212.800,2026-09-08,raw/hk_daily/hk06160_day.json
520700,2026-09-08,06185,康希诺生物-B,178,1,unadjusted_close_times_fixed_fx,4538.09106080,29.480,2026-09-08,raw/hk_daily/hk06185_day.json
520700,2026-09-08,06821,凯莱英,47,1,unadjusted_close_times_fixed_fx,5702.70956200,140.300,2026-09-08,raw/hk_daily/hk06821_day.json
520700,2026-09-08,06855,亚盛医药,498,1,unadjusted_close_times_fixed_fx,14729.26831200,34.200,2026-09-08,raw/hk_daily/hk06855_day.json
520700,2026-09-08,06955,博安生物,314,1,unadjusted_close_times_fixed_fx,840.45802060,3.095,2026-09-08,raw/hk_daily/hk06955_day.json
520700,2026-09-08,06990,科伦博泰生物-B,115,1,unadjusted_close_times_fixed_fx,48533.69840000,488.000,2026-09-08,raw/hk_daily/hk06990_day.json
520700,2026-09-08,09688,再鼎医药,1901,1,unadjusted_close_times_fixed_fx,32880.45640000,20.000,2026-09-08,raw/hk_daily/hk09688_day.json
520700,2026-09-08,09926,康方生物,1235,1,unadjusted_close_times_fixed_fx,102746.66974000,96.200,2026-09-08,raw/hk_daily/hk09926_day.json
520700,2026-09-08,09969,诺诚健华-B,2504,1,unadjusted_close_times_fixed_fx,31962.91697280,14.760,2026-09-08,raw/hk_daily/hk09969_day.json
520700,2026-09-08,09989,海普瑞,367,1,unadjusted_close_times_fixed_fx,1334.62049270,4.205,2026-09-08,raw/hk_daily/hk09989_day.json
520700,2026-09-08,09995,荣昌生物-B,350,1,unadjusted_close_times_fixed_fx,23609.58600000,78.000,2026-09-08,raw/hk_daily/hk09995_day.json
159365,2026-09-08,159900,申赎现金,0.00,2,excluded_cash_placeholder,0,,,raw/pcf/159365_20260908.xml
159365,2026-09-08,00001,长和,188.00,1,unadjusted_close_times_fixed_fx,11275.3501960000,69.350,2026-09-08,raw/hk_daily/hk00001_day.json
159365,2026-09-08,00002,中电控股,115.00,1,unadjusted_close_times_fixed_fx,7682.8446750000,77.250,2026-09-08,raw/hk_daily/hk00002_day.json
159365,2026-09-08,00003,香港中华煤气,786.00,1,unadjusted_close_times_fixed_fx,4962.1641960000,7.300,2026-09-08,raw/hk_daily/hk00003_day.json
159365,2026-09-08,00005,汇丰控股,650.00,1,unadjusted_close_times_fixed_fx,92695.7317000000,164.900,2026-09-08,raw/hk_daily/hk00005_day.json
159365,2026-09-08,00006,电能实业,97.00,1,unadjusted_close_times_fixed_fx,5087.7793010000,60.650,2026-09-08,raw/hk_daily/hk00006_day.json
159365,2026-09-08,00012,恒基地产,119.00,1,unadjusted_close_times_fixed_fx,2743.6760428000,26.660,2026-09-08,raw/hk_daily/hk00012_day.json
159365,2026-09-08,00016,新鸿基地产,119.00,1,unadjusted_close_times_fixed_fx,12329.0468840000,119.800,2026-09-08,raw/hk_daily/hk00016_day.json
159365,2026-09-08,00027,银河娱乐,175.00,1,unadjusted_close_times_fixed_fx,5103.3028200000,33.720,2026-09-08,raw/hk_daily/hk00027_day.json
159365,2026-09-08,00066,港铁公司,165.00,1,unadjusted_close_times_fixed_fx,4703.2370880000,32.960,2026-09-08,raw/hk_daily/hk00066_day.json
159365,2026-09-08,00101,恒隆地产,145.00,1,unadjusted_close_times_fixed_fx,885.9432285000,7.065,2026-09-08,raw/hk_daily/hk00101_day.json
159365,2026-09-08,00175,吉利汽车,574.00,1,unadjusted_close_times_fixed_fx,8399.2010256000,16.920,2026-09-08,raw/hk_daily/hk00175_day.json
159365,2026-09-08,00241,阿里健康,454.00,1,unadjusted_close_times_fixed_fx,1232.8527992000,3.140,2026-09-08,raw/hk_daily/hk00241_day.json
159365,2026-09-08,00267,中信股份,409.00,1,unadjusted_close_times_fixed_fx,4782.1778576000,13.520,2026-09-08,raw/hk_daily/hk00267_day.json
159365,2026-09-08,00285,比亚迪电子,71.00,1,unadjusted_close_times_fixed_fx,1566.9846544000,25.520,2026-09-08,raw/hk_daily/hk00285_day.json
159365,2026-09-08,00288,万洲国际,586.00,1,unadjusted_close_times_fixed_fx,3762.8750610000,7.425,2026-09-08,raw/hk_daily/hk00288_day.json
159365,2026-09-08,00291,华润啤酒,114.00,1,unadjusted_close_times_fixed_fx,1903.7628588000,19.310,2026-09-08,raw/hk_daily/hk00291_day.json
159365,2026-09-08,00300,美的集团,55.00,1,unadjusted_close_times_fixed_fx,4678.0275850000,98.350,2026-09-08,raw/hk_daily/hk00300_day.json
159365,2026-09-08,00316,东方海外国际,9.00,1,unadjusted_close_times_fixed_fx,1191.6354780000,153.100,2026-09-08,raw/hk_daily/hk00316_day.json
159365,2026-09-08,00322,康师傅控股,139.00,1,unadjusted_close_times_fixed_fx,1493.0079516000,12.420,2026-09-08,raw/hk_daily/hk00322_day.json
159365,2026-09-08,00386,中国石油化工股份,1587.00,1,unadjusted_close_times_fixed_fx,6745.6868061000,4.915,2026-09-08,raw/hk_daily/hk00386_day.json
159365,2026-09-08,00388,香港交易所,85.00,1,unadjusted_close_times_fixed_fx,29550.8994000000,402.000,2026-09-08,raw/hk_daily/hk00388_day.json
159365,2026-09-08,00669,创科实业,130.00,1,unadjusted_close_times_fixed_fx,14784.0979000000,131.500,2026-09-08,raw/hk_daily/hk00669_day.json
159365,2026-09-08,00688,中国海外发展,314.00,1,unadjusted_close_times_fixed_fx,3532.9107748000,13.010,2026-09-08,raw/hk_daily/hk00688_day.json
159365,2026-09-08,00700,腾讯控股,199.00,1,unadjusted_close_times_fixed_fx,74931.9829720000,435.400,2026-09-08,raw/hk_daily/hk00700_day.json
159365,2026-09-08,00728,中国电信,926.00,1,unadjusted_close_times_fixed_fx,3667.7708056000,4.580,2026-09-08,raw/hk_daily/hk00728_day.json
159365,2026-09-08,00762,中国联通,430.00,1,unadjusted_close_times_fixed_fx,2132.6893610000,5.735,2026-09-08,raw/hk_daily/hk00762_day.json
159365,2026-09-08,00836,华润电力,145.00,1,unadjusted_close_times_fixed_fx,2370.0392100000,18.900,2026-09-08,raw/hk_daily/hk00836_day.json
159365,2026-09-08,00857,中国石油股份,1482.00,1,unadjusted_close_times_fixed_fx,13265.2145340000,10.350,2026-09-08,raw/hk_daily/hk00857_day.json
159365,2026-09-08,00868,信义玻璃,155.00,1,unadjusted_close_times_fixed_fx,1220.4988455000,9.105,2026-09-08,raw/hk_daily/hk00868_day.json
159365,2026-09-08,00883,中国海洋石油,1095.00,1,unadjusted_close_times_fixed_fx,24488.8484940000,25.860,2026-09-08,raw/hk_daily/hk00883_day.json
159365,2026-09-08,00939,建设银行,6754.00,1,unadjusted_close_times_fixed_fx,55839.9053168000,9.560,2026-09-08,raw/hk_daily/hk00939_day.json
159365,2026-09-08,00941,中国移动,437.00,1,unadjusted_close_times_fixed_fx,29818.3882260000,78.900,2026-09-08,raw/hk_daily/hk00941_day.json
159365,2026-09-08,00960,龙湖集团,202.00,1,unadjusted_close_times_fixed_fx,1087.4679090000,6.225,2026-09-08,raw/hk_daily/hk00960_day.json
159365,2026-09-08,00968,信义光能,321.00,1,unadjusted_close_times_fixed_fx,596.8555230000,2.150,2026-09-08,raw/hk_daily/hk00968_day.json
159365,2026-09-08,00981,中芯国际,380.00,1,unadjusted_close_times_fixed_fx,21476.0750600000,65.350,2026-09-08,raw/hk_daily/hk00981_day.json
159365,2026-09-08,00992,联想集团,617.00,1,unadjusted_close_times_fixed_fx,16199.9120184000,30.360,2026-09-08,raw/hk_daily/hk00992_day.json
159365,2026-09-08,01024,快手 - W,270.00,1,unadjusted_close_times_fixed_fx,7714.8862560000,33.040,2026-09-08,raw/hk_daily/hk01024_day.json
159365,2026-09-08,01038,长江基建集团,44.00,1,unadjusted_close_times_fixed_fx,2507.6320720000,65.900,2026-09-08,raw/hk_daily/hk01038_day.json
159365,2026-09-08,01044,恒安国际,45.00,1,unadjusted_close_times_fixed_fx,839.8267020000,21.580,2026-09-08,raw/hk_daily/hk01044_day.json
159365,2026-09-08,01088,中国神华,225.00,1,unadjusted_close_times_fixed_fx,8876.9448900000,45.620,2026-09-08,raw/hk_daily/hk01088_day.json
159365,2026-09-08,01093,石药集团,566.00,1,unadjusted_close_times_fixed_fx,4610.9780904000,9.420,2026-09-08,raw/hk_daily/hk01093_day.json
159365,2026-09-08,01099,国药控股,94.00,1,unadjusted_close_times_fixed_fx,1303.1280724000,16.030,2026-09-08,raw/hk_daily/hk01099_day.json
159365,2026-09-08,01109,华润置地,263.00,1,unadjusted_close_times_fixed_fx,6923.5067704000,30.440,2026-09-08,raw/hk_daily/hk01109_day.json
159365,2026-09-08,01113,长实集团,158.00,1,unadjusted_close_times_fixed_fx,6424.8861512000,47.020,2026-09-08,raw/hk_daily/hk01113_day.json
159365,2026-09-08,01177,中国生物制药,725.00,1,unadjusted_close_times_fixed_fx,3664.7828525000,5.845,2026-09-08,raw/hk_daily/hk01177_day.json
159365,2026-09-08,01209,华润万象生活,56.00,1,unadjusted_close_times_fixed_fx,1975.9407360000,40.800,2026-09-08,raw/hk_daily/hk01209_day.json
159365,2026-09-08,01211,比亚迪股份,326.00,1,unadjusted_close_times_fixed_fx,23639.9411820000,83.850,2026-09-08,raw/hk_daily/hk01211_day.json
159365,2026-09-08,01299,友邦保险,738.00,1,unadjusted_close_times_fixed_fx,49080.4376040000,76.900,2026-09-08,raw/hk_daily/hk01299_day.json
159365,2026-09-08,01378,中国宏桥,245.00,1,unadjusted_close_times_fixed_fx,4983.4387680000,23.520,2026-09-08,raw/hk_daily/hk01378_day.json
159365,2026-09-08,01398,工商银行,5791.00,1,unadjusted_close_times_fixed_fx,37611.3763762000,7.510,2026-09-08,raw/hk_daily/hk01398_day.json
159365,2026-09-08,01519,极兔速递 - W,406.00,1,unadjusted_close_times_fixed_fx,3390.0338626000,9.655,2026-09-08,raw/hk_daily/hk01519_day.json
159365,2026-09-08,01801,信达生物,116.00,1,unadjusted_close_times_fixed_fx,10051.9758240000,100.200,2026-09-08,raw/hk_daily/hk01801_day.json
159365,2026-09-08,01810,小米集团 - W,1642.00,1,unadjusted_close_times_fixed_fx,38227.3271248000,26.920,2026-09-08,raw/hk_daily/hk01810_day.json
159365,2026-09-08,01876,百威亚太,140.00,1,unadjusted_close_times_fixed_fx,740.3724020000,6.115,2026-09-08,raw/hk_daily/hk01876_day.json
159365,2026-09-08,01928,金沙中国有限公司,215.00,1,unadjusted_close_times_fixed_fx,2608.6862890000,14.030,2026-09-08,raw/hk_daily/hk01928_day.json
159365,2026-09-08,01929,周大福,175.00,1,unadjusted_close_times_fixed_fx,1858.4981800000,12.280,2026-09-08,raw/hk_daily/hk01929_day.json
159365,2026-09-08,01997,九龙仓置业,137.00,1,unadjusted_close_times_fixed_fx,3717.9130692000,31.380,2026-09-08,raw/hk_daily/hk01997_day.json
159365,2026-09-08,02015,理想汽车 - W,124.00,1,unadjusted_close_times_fixed_fx,5288.9623776000,49.320,2026-09-08,raw/hk_daily/hk02015_day.json
159365,2026-09-08,02020,安踏体育,124.00,1,unadjusted_close_times_fixed_fx,8144.7017960000,75.950,2026-09-08,raw/hk_daily/hk02020_day.json
159365,2026-09-08,02057,中通快递 - W,27.00,1,unadjusted_close_times_fixed_fx,3787.3927080000,162.200,2026-09-08,raw/hk_daily/hk02057_day.json
159365,2026-09-08,02269,药明生物,276.00,1,unadjusted_close_times_fixed_fx,11767.4327760000,49.300,2026-09-08,raw/hk_daily/hk02269_day.json
159365,2026-09-08,02313,申洲国际,73.00,1,unadjusted_close_times_fixed_fx,2294.2117924000,36.340,2026-09-08,raw/hk_daily/hk02313_day.json
159365,2026-09-08,02318,中国平安,471.00,1,unadjusted_close_times_fixed_fx,22504.9946550000,55.250,2026-09-08,raw/hk_daily/hk02318_day.json
159365,2026-09-08,02319,蒙牛乳业,218.00,1,unadjusted_close_times_fixed_fx,3487.8190600000,18.500,2026-09-08,raw/hk_daily/hk02319_day.json
159365,2026-09-08,02331,李宁,206.00,1,unadjusted_close_times_fixed_fx,2535.1160516000,14.230,2026-09-08,raw/hk_daily/hk02331_day.json
159365,2026-09-08,02359,药明康德,34.00,1,unadjusted_close_times_fixed_fx,5745.5181520000,195.400,2026-09-08,raw/hk_daily/hk02359_day.json
159365,2026-09-08,02382,舜宇光学科技,49.00,1,unadjusted_close_times_fixed_fx,2851.9169140000,67.300,2026-09-08,raw/hk_daily/hk02382_day.json
159365,2026-09-08,02388,中银香港,260.00,1,unadjusted_close_times_fixed_fx,11613.6677800000,51.650,2026-09-08,raw/hk_daily/hk02388_day.json
159365,2026-09-08,02600,中国铝业,263.00,1,unadjusted_close_times_fixed_fx,2053.8523698000,9.030,2026-09-08,raw/hk_daily/hk02600_day.json
159365,2026-09-08,02618,京东物流,187.00,1,unadjusted_close_times_fixed_fx,1782.1691668000,11.020,2026-09-08,raw/hk_daily/hk02618_day.json
159365,2026-09-08,02628,中国人寿,523.00,1,unadjusted_close_times_fixed_fx,13397.1514732000,29.620,2026-09-08,raw/hk_daily/hk02628_day.json
159365,2026-09-08,02688,新奥能源,56.00,1,unadjusted_close_times_fixed_fx,2489.2978880000,51.400,2026-09-08,raw/hk_daily/hk02688_day.json
159365,2026-09-08,02899,紫金矿业,421.00,1,unadjusted_close_times_fixed_fx,13456.7375712000,36.960,2026-09-08,raw/hk_daily/hk02899_day.json
159365,2026-09-08,03690,美团 - W,492.00,1,unadjusted_close_times_fixed_fx,34294.6100640000,80.600,2026-09-08,raw/hk_daily/hk03690_day.json
159365,2026-09-08,03692,翰森制药,106.00,1,unadjusted_close_times_fixed_fx,3307.4867936000,36.080,2026-09-08,raw/hk_daily/hk03692_day.json
159365,2026-09-08,03750,宁德时代,15.00,1,unadjusted_close_times_fixed_fx,7290.4326000000,562.000,2026-09-08,raw/hk_daily/hk03750_day.json
159365,2026-09-08,03968,招商银行,274.00,1,unadjusted_close_times_fixed_fx,12298.2592920000,51.900,2026-09-08,raw/hk_daily/hk03968_day.json
159365,2026-09-08,03988,中国银行,4992.00,1,unadjusted_close_times_fixed_fx,25363.4409600000,5.875,2026-09-08,raw/hk_daily/hk03988_day.json
159365,2026-09-08,03993,洛阳钼业,262.00,1,unadjusted_close_times_fixed_fx,3990.1238124000,17.610,2026-09-08,raw/hk_daily/hk03993_day.json
159365,2026-09-08,06160,百济神州,85.00,1,unadjusted_close_times_fixed_fx,15642.8641600000,212.800,2026-09-08,raw/hk_daily/hk06160_day.json
159365,2026-09-08,06181,老铺黄金,6.00,1,unadjusted_close_times_fixed_fx,2042.3589120000,393.600,2026-09-08,raw/hk_daily/hk06181_day.json
159365,2026-09-08,06618,京东健康,79.00,1,unadjusted_close_times_fixed_fx,2500.5405480000,36.600,2026-09-08,raw/hk_daily/hk06618_day.json
159365,2026-09-08,06690,海尔智家,215.00,1,unadjusted_close_times_fixed_fx,3945.5682860000,21.220,2026-09-08,raw/hk_daily/hk06690_day.json
159365,2026-09-08,06862,海底捞,173.00,1,unadjusted_close_times_fixed_fx,1702.6057268000,11.380,2026-09-08,raw/hk_daily/hk06862_day.json
159365,2026-09-08,09633,农夫山泉,141.00,1,unadjusted_close_times_fixed_fx,5011.7183820000,41.100,2026-09-08,raw/hk_daily/hk09633_day.json
159365,2026-09-08,09988,阿里巴巴 - W,731.00,1,unadjusted_close_times_fixed_fx,69224.0844900000,109.500,2026-09-08,raw/hk_daily/hk09988_day.json
159365,2026-09-08,09992,泡泡玛特,65.00,1,unadjusted_close_times_fixed_fx,8752.4108100000,155.700,2026-09-08,raw/hk_daily/hk09992_day.json
159570,2026-09-08,159900,申赎现金,0.00,2,excluded_cash_placeholder,0,,,raw/pcf/159570_20260908.xml
159570,2026-09-08,00013,和黄医药,1529.00,1,unadjusted_close_times_fixed_fx,29223.0461380000,22.100,2026-09-08,raw/hk_daily/hk00013_day.json
159570,2026-09-08,00512,远大医药,3524.00,1,unadjusted_close_times_fixed_fx,15085.7471160000,4.950,2026-09-08,raw/hk_daily/hk00512_day.json
159570,2026-09-08,00867,康哲药业,3602.00,1,unadjusted_close_times_fixed_fx,34390.5013056000,11.040,2026-09-08,raw/hk_daily/hk00867_day.json
159570,2026-09-08,01093,石药集团,19951.00,1,unadjusted_close_times_fixed_fx,162532.9043844000,9.420,2026-09-08,raw/hk_daily/hk01093_day.json
159570,2026-09-08,01177,中国生物制药,28445.00,1,unadjusted_close_times_fixed_fx,143785.8596405000,5.845,2026-09-08,raw/hk_daily/hk01177_day.json
159570,2026-09-08,01276,恒瑞医药,446.00,1,unadjusted_close_times_fixed_fx,17866.0742304000,46.320,2026-09-08,raw/hk_daily/hk01276_day.json
159570,2026-09-08,01349,复旦张江,723.00,1,unadjusted_close_times_fixed_fx,1575.6674472000,2.520,2026-09-08,raw/hk_daily/hk01349_day.json
159570,2026-09-08,01513,丽珠医药,386.00,1,unadjusted_close_times_fixed_fx,7016.9073304000,21.020,2026-09-08,raw/hk_daily/hk01513_day.json
159570,2026-09-08,01530,三生制药,5458.00,1,unadjusted_close_times_fixed_fx,77552.6816108000,16.430,2026-09-08,raw/hk_daily/hk01530_day.json
