198379481,2026-09-09,2026-09-09,09992,泡泡玛特,61.00,必须,20.0000,8213.8000
198379480,2026-09-09,2026-09-09,09988,阿里巴巴 - W,687.00,必须,20.0000,65057.3800
198379479,2026-09-09,2026-09-09,09633,农夫山泉,133.00,必须,20.0000,4727.3700
198379478,2026-09-09,2026-09-09,06862,海底捞,163.00,必须,20.0000,1604.1900
198379477,2026-09-09,2026-09-09,06690,海尔智家,202.00,必须,20.0000,3707.0000
198379476,2026-09-09,2026-09-09,06618,京东健康,74.00,必须,20.0000,2342.2800
198379475,2026-09-09,2026-09-09,06181,老铺黄金,5.00,必须,20.0000,1701.9700
198379474,2026-09-09,2026-09-09,06160,百济神州,80.00,必须,20.0000,14722.7000
198379473,2026-09-09,2026-09-09,03993,洛阳钼业,247.00,必须,20.0000,3761.6800
198379472,2026-09-09,2026-09-09,03988,中国银行,4692.00,必须,20.0000,23839.2000
198379471,2026-09-09,2026-09-09,03968,招商银行,258.00,必须,20.0000,11580.1100
198379470,2026-09-09,2026-09-09,03750,宁德时代,14.00,必须,20.0000,6804.4000
198379469,2026-09-09,2026-09-09,03692,翰森制药,100.00,必须,20.0000,3120.2700
198379468,2026-09-09,2026-09-09,03690,美团 - W,463.00,必须,20.0000,32273.1800
198379467,2026-09-09,2026-09-09,02899,紫金矿业,395.00,必须,20.0000,12625.6800
198379466,2026-09-09,2026-09-09,02688,新奥能源,52.00,必须,20.0000,2311.4900
198379465,2026-09-09,2026-09-09,02628,中国人寿,491.00,必须,20.0000,12577.4400
198379464,2026-09-09,2026-09-09,02618,京东物流,176.00,必须,20.0000,1677.3400
198379463,2026-09-09,2026-09-09,02600,中国铝业,247.00,必须,20.0000,1860.7600
198379462,2026-09-09,2026-09-09,02388,中银香港,244.00,必须,20.0000,10898.9800
198379461,2026-09-09,2026-09-09,02382,舜宇光学科技,46.00,必须,20.0000,2677.3100
198379460,2026-09-09,2026-09-09,02359,药明康德,32.00,必须,20.0000,5407.5500
198379459,2026-09-09,2026-09-09,02331,李宁,194.00,必须,20.0000,2387.4400
198379458,2026-09-09,2026-09-09,02319,蒙牛乳业,205.00,必须,20.0000,3279.8300
198379457,2026-09-09,2026-09-09,02318,中国平安,442.00,必须,20.0000,21119.3400
198379456,2026-09-09,2026-09-09,02313,申洲国际,69.00,必须,20.0000,2168.5000
198379455,2026-09-09,2026-09-09,02269,药明生物,259.00,必须,20.0000,11042.6300
198379454,2026-09-09,2026-09-09,02057,中通快递 - W,25.00,必须,20.0000,3506.8500
198379453,2026-09-09,2026-09-09,02020,安踏体育,116.00,必须,20.0000,7619.2400
198379452,2026-09-09,2026-09-09,02015,理想汽车 - W,117.00,必须,20.0000,4990.3900
198379451,2026-09-09,2026-09-09,01997,九龙仓置业,129.00,必须,20.0000,3500.8100
198379450,2026-09-09,2026-09-09,01929,周大福,164.00,必须,20.0000,1741.6800
198379449,2026-09-09,2026-09-09,01928,金沙中国有限公司,202.00,必须,20.0000,2450.9500
198379448,2026-09-09,2026-09-09,01876,百威亚太,131.00,必须,20.0000,692.7800
198379447,2026-09-09,2026-09-09,01810,小米集团 - W,1543.00,必须,20.0000,35922.5100
198379446,2026-09-09,2026-09-09,01801,信达生物,109.00,必须,20.0000,9445.3900
198379445,2026-09-09,2026-09-09,01519,极兔速递 - W,382.00,必须,20.0000,3189.6400
198379444,2026-09-09,2026-09-09,01398,工商银行,5443.00,必须,20.0000,35351.1900
198379443,2026-09-09,2026-09-09,01378,中国宏桥,231.00,必须,20.0000,4698.6700
198379442,2026-09-09,2026-09-09,01299,友邦保险,694.00,必须,20.0000,46154.2300
