198479381,2026-09-09,2026-09-09,09981,沃尔核材,104.00,必须,15.0000,--
198479380,2026-09-09,2026-09-09,09903,天数智芯,16.00,必须,15.0000,--
198479379,2026-09-09,2026-09-09,09880,优必选,365.00,必须,15.0000,--
198479378,2026-09-09,2026-09-09,09678,云知声,2.00,必须,15.0000,--
198479377,2026-09-09,2026-09-09,09636,九方智投控股,196.00,必须,15.0000,--
198479376,2026-09-09,2026-09-09,09611,龙旗科技,44.00,必须,15.0000,--
198479375,2026-09-09,2026-09-09,07618,京东工业,143.00,必须,15.0000,--
198479374,2026-09-09,2026-09-09,06951,三环集团,51.00,必须,15.0000,--
198479373,2026-09-09,2026-09-09,06809,澜起科技,48.00,必须,15.0000,--
198479372,2026-09-09,2026-09-09,06687,聚水潭,40.00,必须,15.0000,--
198479371,2026-09-09,2026-09-09,06682,范式智能,378.00,必须,15.0000,--
198479370,2026-09-09,2026-09-09,06651,五一视界,21.00,必须,15.0000,--
198479369,2026-09-09,2026-09-09,06613,蓝思科技,254.00,必须,15.0000,--
198479368,2026-09-09,2026-09-09,06088,FIT HON TENG,2305.00,必须,15.0000,--
198479367,2026-09-09,2026-09-09,06082,壁仞科技,129.00,必须,15.0000,--
198479366,2026-09-09,2026-09-09,03986,兆易创新,21.00,必须,15.0000,--
198479365,2026-09-09,2026-09-09,03896,金山云,2389.00,必须,15.0000,--
198479364,2026-09-09,2026-09-09,03888,金山软件,1166.00,必须,15.0000,--
198479363,2026-09-09,2026-09-09,03738,阜博集团,2586.00,必须,15.0000,--
198479362,2026-09-09,2026-09-09,03661,圣邦股份,39.00,必须,15.0000,--
198479361,2026-09-09,2026-09-09,03396,联想控股,805.00,必须,15.0000,--
198479360,2026-09-09,2026-09-09,03296,华勤技术,60.00,必须,15.0000,--
198479359,2026-09-09,2026-09-09,02718,明略科技-W,6.00,必须,15.0000,--
198479358,2026-09-09,2026-09-09,02706,海致科技集团,25.00,必须,15.0000,--
198479357,2026-09-09,2026-09-09,02701,国民技术,100.00,必须,15.0000,--
198479356,2026-09-09,2026-09-09,02676,纳芯微,13.00,必须,15.0000,--
198479355,2026-09-09,2026-09-09,02631,天岳先进,41.00,必须,15.0000,--
198479354,2026-09-09,2026-09-09,02587,健康之路,24.00,必须,15.0000,--
198479353,2026-09-09,2026-09-09,02586,多点数智,372.00,必须,15.0000,--
198479352,2026-09-09,2026-09-09,02577,英诺赛科,104.00,必须,15.0000,--
198479351,2026-09-09,2026-09-09,02556,迈富时,141.00,必须,15.0000,--
198479350,2026-09-09,2026-09-09,02513,智谱,15.00,必须,15.0000,--
198479349,2026-09-09,2026-09-09,02506,讯飞医疗科技,4.00,必须,15.0000,--
198479348,2026-09-09,2026-09-09,02476,胜宏科技,81.00,必须,15.0000,--
198479347,2026-09-09,2026-09-09,02475,立讯精密,243.00,必须,15.0000,--
198479346,2026-09-09,2026-09-09,02382,舜宇光学科技,796.00,必须,15.0000,--
198479345,2026-09-09,2026-09-09,02249,晶合集成,143.00,必须,15.0000,--
198479344,2026-09-09,2026-09-09,02158,医渡科技,754.00,必须,15.0000,--
198479343,2026-09-09,2026-09-09,02038,富智康集团,331.00,必须,15.0000,--
198479342,2026-09-09,2026-09-09,02018,瑞声科技,857.00,必须,15.0000,--
198479341,2026-09-09,2026-09-09,01989,广合科技,24.00,必须,15.0000,--
198479340,2026-09-09,2026-09-09,01888,建滔积层板,997.00,必须,15.0000,--
198479339,2026-09-09,2026-09-09,01810,小米集团-W,8154.00,必须,15.0000,--
198479338,2026-09-09,2026-09-09,01688,领益智造,600.00,必须,15.0000,--
198479337,2026-09-09,2026-09-09,01675,亚信科技,480.00,必须,15.0000,--
198479336,2026-09-09,2026-09-09,01478,丘钛科技,504.00,必须,15.0000,--
198479335,2026-09-09,2026-09-09,01415,高伟电子,366.00,必须,15.0000,--
198479334,2026-09-09,2026-09-09,01385,上海复旦,300.00,必须,15.0000,--
198479333,2026-09-09,2026-09-09,01384,滴普科技,32.00,必须,15.0000,--
198479332,2026-09-09,2026-09-09,01357,美图公司,3357.00,必须,15.0000,--
198479331,2026-09-09,2026-09-09,01347,华虹宏力,828.00,必须,15.0000,--
198479330,2026-09-09,2026-09-09,01304,FORTIOR,16.00,必须,15.0000,--
198479329,2026-09-09,2026-09-09,00992,联想集团,7671.00,必须,15.0000,--
198479328,2026-09-09,2026-09-09,00981,中芯国际,3077.00,必须,15.0000,--
198479327,2026-09-09,2026-09-09,00909,明源云,1010.00,必须,15.0000,--
