198371852,2026-09-09,2026-09-09,09999,网易,358.00,必须,15.0000,58267.7700
198371851,2026-09-09,2026-09-09,09988,阿里巴巴 - W,612.00,必须,15.0000,57955.0500
198371850,2026-09-09,2026-09-09,09961,携程集团 - S,85.00,必须,15.0000,23831.8400
198371849,2026-09-09,2026-09-09,09903,天数智芯,4.00,必须,15.0000,1173.3900
198371848,2026-09-09,2026-09-09,09888,百度集团 - W,382.00,必须,15.0000,29583.8500
198371847,2026-09-09,2026-09-09,09868,小鹏集团 - W,397.00,必须,15.0000,14550.4800
198371846,2026-09-09,2026-09-09,09866,蔚来 - SW,151.00,必须,15.0000,3771.3800
198371845,2026-09-09,2026-09-09,09863,零跑汽车,165.00,必须,15.0000,5048.5600
198371844,2026-09-09,2026-09-09,09660,地平线机器人 - W,2842.00,必须,15.0000,10863.5600
198371843,2026-09-09,2026-09-09,09626,哔哩哔哩 - W,78.00,必须,15.0000,8364.5400
198371842,2026-09-09,2026-09-09,09618,京东集团 - SW,378.00,必须,15.0000,35501.5500
198371841,2026-09-09,2026-09-09,06690,海尔智家,592.00,必须,15.0000,10864.0800
198371840,2026-09-09,2026-09-09,06618,京东健康,274.00,必须,15.0000,8672.7600
198371839,2026-09-09,2026-09-09,03690,美团 - W,882.00,必须,15.0000,61479.3600
198371838,2026-09-09,2026-09-09,02513,智谱,4.00,必须,15.0000,3168.7000
198371837,2026-09-09,2026-09-09,02382,舜宇光学科技,171.00,必须,15.0000,9952.6100
198371836,2026-09-09,2026-09-09,02015,理想汽车 - W,333.00,必须,15.0000,14203.4200
198371835,2026-09-09,2026-09-09,01810,小米集团 - W,2452.00,必须,15.0000,57084.9000
198371834,2026-09-09,2026-09-09,01698,腾讯音乐 - SW,15.00,必须,15.0000,421.0800
198371833,2026-09-09,2026-09-09,01347,华虹宏力,195.00,必须,15.0000,18719.0300
198371832,2026-09-09,2026-09-09,01211,比亚迪股份,766.00,必须,15.0000,55546.6100
198371831,2026-09-09,2026-09-09,01024,快手 - W,739.00,必须,15.0000,21115.9300
198371830,2026-09-09,2026-09-09,00992,联想集团,1815.00,必须,15.0000,47654.5200
198371829,2026-09-09,2026-09-09,00981,中芯国际,981.00,必须,15.0000,55442.1800
198371828,2026-09-09,2026-09-09,00700,腾讯控股,153.00,必须,15.0000,57611.0200
198371827,2026-09-09,2026-09-09,00300,美的集团,151.00,必须,15.0000,12843.3100
198371826,2026-09-09,2026-09-09,00285,比亚迪电子,192.00,必须,15.0000,4237.4800
198371825,2026-09-09,2026-09-09,00241,阿里健康,1576.00,必须,15.0000,4279.6800
198371824,2026-09-09,2026-09-09,00100,MINIMAX - W,43.00,必须,15.0000,12316.4200
198371823,2026-09-09,2026-09-09,00020,商汤 - W,8748.00,必须,15.0000,10326.8300
