list_order,code,fund_name,prospectus_title,prospectus_date,rtgs_context,netting_context,buy_context,sell_context,settlement_context,cash_difference_context,source_text_file
11,159117,鹏华港股通低波红利ETF,鹏华标普港股通低波红利交易型开放式指数证券投资基金更新的招募说明书,2026-08-06,《业务规则》和参与各方相关协议的有关规定。 本基金现金申购业务中的现金替代采用实时逐笔全额结算 （ Real Time Gross Settlement，简称 RTGS）模式；赎回业务涉及的现金替代采用代收代付处理；申购、赎回业务涉及的现金差额和现金替代退补款采用代收代付处理。 （1）申购的清算交收投资者 T 日提交的申购申请受理后，如交易记录已勾单且申购资金足额的，登记机构在 T 日日间实时办理基金份额及现金替代的交收；T 日日间未进行勾单确认或日间资金不足的，登记机构在 T 日日终根据资金是否足额办理基金份额及现金替代的清算交收，并将结果发送给基金管理人、申购赎回代理券商和基金托管人。基金管理人与申购赎回代理券商在 T+2 日办理现金差额的交收。 （2）赎回的清算交收投资者,决定不买入或不卖出部分被替代证券，或者不进行任何买入或卖出证券的操作，基金管理人可能不买入或不卖出被替代证券的情形包括但不限于市场流动性不足、技术系统无法实现、申购赎回轧差以及基金管理人认为不应买入或卖出的其他情形。 （9）第三方机构服务的风险本基金的多项服务委托第三方机构办理，存在以下风险： 1）申购赎回代理券商因多种原因，导致代理申购、赎回业务受到限制、暂停或终止， 由此影响对投资者申购赎回服务的风险。 2）登记机构可能调整结算制度，如对投资者基金份额、组合证券及资金的结算方式发生变化，制度调整可能给投资者带来理解偏差的风险。同样的风险还可能来自于证券交易所及其他代理机构。 3）第三方机构可能违约，导致基金或投资者利益受损的风险。 70 3、港股通机制下港股通标的股票的投资风险本基金投资港股通标的股票，除了需要承担与境内证券投资基金类似的市场波动风险等一般投,申购替代金额的处理程序 T 日，基金管理人在申购赎回清单中公布申购现金替代保证金率，并据此收取申购替代金额。 对于确认成功的 T 日申购申请，通常情况下 T 日内基金管理人根据申购规模进行组合证券的代理买入。基金管理人有权在 T 日内任意时刻以收到的替代金额代投资者买入小于等于被替代证券数量的任意数量的被替代证券。基金管理人有权根据基金投资的需要自主决定不买入部分被替代证券，或者不进行任何买入证券的操作，基金管理人可能不买入被替代证券的情形包括但不限于市场流动性不足、技术系统无法实现以及基金管理人认为不应买入的其他情形。T 日日终，基金管理人根据所购入的被替代证券的实际单位购入成本 （包括买入价格与相关费用，折算为人民币）和未买入的被替代证券的 T 日收盘价（折算为人民币，折算汇率采用基金管理人和基金托管人商定的汇率公允价，汇率公允价包括中国人民银行或其授权机构公布的人民币汇率中间价、中国外汇交易中心参考汇率、中国外 34 汇交易中心收盘价、与基金托管人商定的其他公允价格等；当日在证券交易所无交易的， 取最近交易日的收盘价；当日无收盘价的，取最后成交价）计算被替代证券的单位结算成本，在此基础上根据替代证券数量和申购替代金额确定基金应退还投资者或投资者应补交的款项。 正常情况下，T+3 日（指港股通交易日）内，基金管理人将应退款和补款的明细及汇总数据发送给登记机构，登记机构办理现金替代多退少补资金的清算，并将结果发送给相关申购赎回代理券商和基金托管人。 如遇港股通临时停市、港股通交易每日额度或总额度不足等特殊情况，组合证券的代理买入及结算价格可依次顺延至下一港股通交易日直至交易正常。如遇证券长期停牌、流动性不足等可能导致收盘价或最后成交价不公允的特殊情况，可参照证券的估值价格，对结算价格进行调整，如果基金管理人认为该证券复牌后的价格可能存在较大波动，且可能对基金资产净值产生较大影响，为了更好的维护基金份额持有人利益，该证券对应的现金替代款的清算交收可在其复牌后按照实际交易成本办理。在此期间若该证券发生除息、送股（转增）、配股等重要权益变动，则进行相应调整。 ④赎回对应的替代金额赎回时，对于可以现金替代的证券，替代金额为扣除相关费用后的该证券的卖出价值 （或证券实际结算价值） ⑤赎回替代金额的处理程序对于确认成功的 T 日赎回申请，通常情况下 T 日内基金管理人根据赎回规模进行组合证券的代理卖出。基金管理人有权在 T 日内任意时刻卖出小于等于被替代证券数量的任意数量的被替代证券。基金管理人有权根据基金投资的需要自主决定不卖出部分被替代证券，或者不进行任何卖出证券的操作，基金管理人可能不卖出被替代证券的情形包括但不限于市场流动性不足、技术系统无法实现以及基金管理人认为不应卖出的其他情形。T 日日终，基金管理人根据所卖出的被替代证券的实际单位卖出金额（扣除相关费用，,替代金额的处理程序 T 日，基金管理人在申购赎回清单中公布申购现金替代保证金率，并据此收取申购替代金额。 对于确认成功的 T 日申购申请，通常情况下 T 日内基金管理人根据申购规模进行组合证券的代理买入。基金管理人有权在 T 日内任意时刻以收到的替代金额代投资者买入小于等于被替代证券数量的任意数量的被替代证券。基金管理人有权根据基金投资的需要自主决定不买入部分被替代证券，或者不进行任何买入证券的操作，基金管理人可能不买入被替代证券的情形包括但不限于市场流动性不足、技术系统无法实现以及基金管理人认为不应买入的其他情形。T 日日终，基金管理人根据所购入的被替代证券的实际单位购入成本 （包括买入价格与相关费用，折算为人民币）和未买入的被替代证券的 T 日收盘价（折算为人民币，折算汇率采用基金管理人和基金托管人商定的汇率公允价，汇率公允价包括中国人民银行或其授权机构公布的人民币汇率中间价、中国外汇交易中心参考汇率、中国外 34 汇交易中心收盘价、与基金托管人商定的其他公允价格等；当日在证券交易所无交易的， 取最近交易日的收盘价；当日无收盘价的，取最后成交价）计算被替代证券的单位结算成本，在此基础上根据替代证券数量和申购替代金额确定基金应退还投资者或投资者应补交的款项。 正常情况下，T+3 日（指港股通交易日）内，基金管理人将应退款和补款的明细及汇总数据发送给登记机构，登记机构办理现金替代多退少补资金的清算，并将结果发送给相关申购赎回代理券商和基金托管人。 如遇港股通临时停市、港股通交易每日额度或总额度不足等特殊情况，组合证券的代理买入及结算价格可依次顺延至下一港股通交易日直至交易正常。如遇证券长期停牌、流动性不足等可能导致收盘价或最后成交价不公允的特殊情况，可参照证券的估值价格，对结算价格进行调整，如果基金管理人认为该证券复牌后的价格可能存在较大波动，且可能对基金资产净值产生较大影响，为了更好的维护基金份额持有人利益，该证券对应的现金替代款的清算交收可在其复牌后按照实际交易成本办理。在此期间若该证券发生除息、送股（转增）、配股等重要权益变动，则进行相应调整。 ④赎回对应的替代金额赎回时，对于可以现金替代的证券，替代金额为扣除相关费用后的该证券的卖出价值 （或证券实际结算价值） ⑤赎回替代金额的处理程序对于确认成功的 T 日赎回申请，通常情况下 T 日内基金管理人根据赎回规模进行组合证券的代理卖出。基金管理人有权在 T 日内任意时刻卖出小于等于被替代证券数量的任意数量的被替代证券。基金管理人有权根据基金投资的需要自主决定不卖出部分被替代证券，或者不进行任何卖出证券的操作，基金管理人可能不卖出被替代证券的情形包括但不限于市场流动性不足、技术系统无法实现以及基金管理人认为不应卖出的其他情形。T 日日终，基金管理人根据所卖出的被替代证券的实际单位卖出金额（扣除相关费用，折算,代表销售机构确实接收到该申请。申购、赎回申请的确认以登记机构的确认结果为准。对于申购、赎回申请的确认情况，投资人应及时查询并妥善行使合法权利。 3、申购和赎回的清算交收与登记本基金申购赎回过程中涉及的基金份额、现金替代、现金差额和/或其他对价的清算交收适用《业务规则》和参与各方相关协议的有关规定。 本基金现金申购业务中的现金替代采用实时逐笔全额结算 （ Real Time Gross Settlement，简称 RTGS）模式；赎回业务涉及的现金替代采用代收代付处理；申购、赎回业务涉及的现金差额和现金替代退补款采用代收代付处理。 （1）申购的清算交收投资者 T 日提交的申购申请受理后，如交易记录已勾单且申购资金足额的，登记机构在 T 日日间实时办理基金份额及现金替代的交收；T 日日间未进行勾单确认或日间资金不足的，登记机构在 T 日日终根据资金是否足额办理基金份额及现金替代的清算交收，并将结果发送给基金管理人、申购赎回代理券商和基金托管人。基金管理人与申购赎回代理券商在 T+2 日办理现金差额的交收。 （2）赎回的清算交收投资者 T 日提交的赎回申请受理后，登记机构在 T 日收市后为投资者办理基金份额的 31 交收，并将结果发送给申购赎回代理券商、基金管理人和基金托管人。基金管理人与申购赎回代理券商在 T+2 日办理现金差额的交收。 赎回替代金额的清算交收由基金管理人和申购赎回代理券商协商处理。正常情况下， 该款项的清算交收自有效赎回申请之日起 7 个工作日内办理。如遇国家外汇管理局相关规定有变更或本基金主要投资的证券市场休市或暂停交易、主要投资的证券市场或港股通交易结算清算规则变更、交易所或登记机构有关申购赎回交易结算规则发生改变、登记公司系统故障、交易所或交易市场数据传输延迟、通讯系统故障、银行数据交换系统故障或其它非基金管理人及基金托管人所能控制的因素影响业务处理流程，则赎回替代金额的支付时间可相应顺延。如果因基金赎回数额较大、组合证券内的部分证券因停牌、流动性不足或其他原因导致无法足额卖出，则赎回替代金额的清算交收可延迟办理。在发生基金合同载明的其他暂停赎回或延缓支付赎回对价的情形时，赎回替代金额的支付办法参照基金合同有关条款或相关公告处理。 对于因申购赎回代理券商交收资金不足，导致投资者现金申购失败的情形，按照申购赎回代理券商的相关规则处理。 如果登记机构和基金管理人在清算交收时发现不能正常履约的情形，则依据《业务规则》和参与各方相关协议的有关规定进行处理。 投资者应按照基金合同和招募说明书的约定和申购赎回代理券商的规定按时足额支付应付的现金差额、现金替代和现金替代退补款。因投资者原因导致现金差额、现金替代和现金替代退补款未能按时足额交收的，基金管理人有权为基金的利益向该投资者追偿并要求其承担由此导致的其他基金份额持有人或基金资产的损失。 如深圳证券交易所、中国证券登记结算有限责任公司修改或更新上述规则并适用于本基金的，则按照新的规则执行，无需召开基金份额持有人大会。 基金管理人和登记机构可在法律法规允许的范围内，在不影响基金份额持有人实质性利益的前提下，对上述申购赎回的程序以及清算交收和登记的办理时间、方式、处理规则等进行调整，并按照《信息披露办法》的有关规定在规定媒介上予以公告。 五、申购和赎回的数量限制 1、投资人申购、赎回的基金份额需为最小申购、赎回单位的整数倍。本基金的最小申购、赎回单位为 100 万份。基金管理人可根据基金运作情况、市场变化以及投资者需求等因素对基金的最小申购、赎回单位进行调整并公告。 2、基金管理人可设定申购份额上限和赎回份额上限，以对当日的申购总规模或赎回总规模进行控制，并在申购赎回清单中公告。 3、当接受申购申请对存量基金份额持有人利益构成潜在重大不利影响时，基金管理人应当采取设定单一投资者申购份额上限或基金单日净申购比例上限、拒绝大额申购、暂停基金申购等措施，切实保护存量基金份额持有人的合法权益。基金管理人基于投资运作与 32 风险控制的需要，可采取上述措施对基金规模,、申购赎回清单：指由基金管理人编制的用以公告申购对价、赎回对价等信息的文件 52、申购对价：指投资人申购基金份额时，按基金合同和招募说明书规定应交付的现金替代、现金差额和/或其他对价 53、赎回对价：指投资人赎回基金份额时，基金管理人按基金合同和招募说明书规定应交付给赎回人的现金替代、现金差额和/或其他对价 54、组合证券：指本基金标的指数所包含的全部或部分证券 55、现金替代：指申购或赎回过程中，投资人按基金合同和招募说明书的规定，用于替代组合证券中全部或部分证券的一定数量的现金 56、现金差额：指 T 日最小申购、赎回单位的资产净值与按当日收盘价计算的最小申购、赎回单位中的组合证券市值和现金替代之差；投资人申购或赎回时应支付或应获得的现金差额根据最小申购、赎回单位对应的现金差额、申购或赎回的基金份额数计算 57、预估现金差额：指由基金管理人计算并在 T 日申购赎回清单中公布的当日现金差额预估值，预估现金差额由申购赎回代理券商预先冻结 58、最小申购、赎回单位：指本基金申购份额、赎回份额的最低数量，投资人申购、 11 赎回的基金份额应为最小申购、赎回单位的整数倍 59、基金份额参考净值：指基金管理人或者基金管理人委托的机构在开市后根据申购赎回清单和组合证券内各只证券的实时成交数据及汇率数据计算，并通过深圳证券交易所发布的基金份额参考净值，简称“IOPV” 60、基金份额折算：指基金管理人根据基金运作的需要，在基金资产净值不变的前提下，按照一定比例调整基金份额总额及基金份额净值的行为 61、转托管：指基金份额持有人在本基金的不同销售机构之间实施的,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159117/159117_更新招募说明书_20260806.txt
12,159125,招商国证港股通科技ETF,招商国证港股通科技交易型开放式指数证券投资基金招募说明书,2025-09-30,投资者当日申购的基金份额，清算交收完成招商国证港股通科技交易型开放式指数证券投资基金招募说明书 37 后可卖出和赎回，即 T 日申购的 ETF 份额且日间完成 RTGS（实时逐笔全额结算）交收的，T 日可卖出与赎回，而 T 日申购的 ETF 份额且日终完成逐笔全额非担保交收的，T+1 日方可卖出和赎回；T 日竞价买入的基金份额，T 日可以卖出或赎回；T 日大宗买入的基金份额，T 日可以大宗卖出，T+1 日可以竞价卖出或赎回。 3、申购和赎回申请的清算交收与登记本基金申购和赎回过程中涉及的申购、赎回对价和基金份额的交收适用《业务规则》和参与各方相关协议的有关规定。 投资者 T 日现金申购成功后，正常情况下，登记结算机构在 T 日为投资者办理基金份额及现金替代的交收，在 T+1 日办,,申购替代金额的处理程序对于确认成功的 T 日申购申请，T 日内基金管理人根据申购规模进行组合证券的代理买入。T 日日终，基金管理人根据所购入的被替代组合证券的实际单位购入成本、实际购入的相关费用、未购入的被替代组合证券的 T 日收盘价（折算为人民币，折算汇率采用当天的估值汇率；被替代组合证券 T 日无交易的，取最近交易日的收盘价；交易日无收盘价的，取最后收盘价）计算并确定被替代组合证券的单位结算成本，在此基础上根据替代组合证券数量和申购现金替代保证金确定基金应退还投资人的款项或投资人应补交的款项。T 日后的 3 个港股通交收日内，基金管理人将应退款或补款与相关申购赎回代理机构办理交收，当交收期间出现港股通交易日为非港股通交收日时，款项交收日期顺延。若发生特殊情况，基金管理人可以对交收日期进行相应调整。 如遇港股通临时停市、港股通交易每日额度或总额度不足等特殊情况，组合证券的代理买入及结算价格可依次顺延至下一港股通交易日直至交易正常。如遇证券长期停牌、流动性不足等可能导致收盘价或最后成交价不公允的特殊情况，可参照证券的估值价格，对结算成本进行调整。如果基金管理人认为该证券复牌后的价格可能存在较大波动，且可能对基金资产净值产生较大影响，为了更好的维护持有人利益，该证券对应的现金替代款的清算交收可在其复牌后按照实际交易成本办理。 在此期间若该证券发生除息、送股（转增）、配股等重要权益变动，则进行相应调整。 招商国证港股通科技交易型开放式指数证券投资基金招募说明书 40 ④赎回替代金额的处理程序对于确认成功的 T 日赎回申请，T 日内基金管理人根据所卖出的被替代组合证券的实际单位卖出成本、实际卖出的相关费用、未卖出的被替代组合证券的 T 日收盘价（折算为人民币，折算汇率采用当天的估值汇率；被替代组合证券 T 日无交易的，取最近交易日的收盘价；交易日无收盘价的， 取最后收盘价） 计算并确定被替代组合证券的单位结算成本，在此基础上根据替代组合证券数量确定赎回替代金额。T 日后的第 3 个港股通交收日后的 2 个工作日内，基金管理人将应支付的赎回现金替代款与相关申购赎回代理机构办理交收，当交收期间出现港股通交易日为非港股通交收日时， 款项交收日期顺延。若发生特殊情况，基金管理人可以对交收日期进行相应调整。 如遇港股通临时停市等特殊情况，组合证券的代理卖出及结算价格可依次顺延至下一港股通交易日直至交易正常。如遇证券长期停牌、流动性不足等可能导致收盘价或最后成交价不公允的特殊情况，可参照证券的估值价格，对结算成本进行调整。如果基金管理人认为该证券复牌后的价格可能存在较大波动，且可能对基金资产净值产生较大影响，为了更好的维护持有人利益，该证券对应的现金替代款的清算交收可在其复牌后按照实际交易成本办理。在此期间若该证券发生除息、送股 （转增）、配股等重要权益变动，则进行相应调整。,替代金额的处理程序对于确认成功的 T 日申购申请，T 日内基金管理人根据申购规模进行组合证券的代理买入。T 日日终，基金管理人根据所购入的被替代组合证券的实际单位购入成本、实际购入的相关费用、未购入的被替代组合证券的 T 日收盘价（折算为人民币，折算汇率采用当天的估值汇率；被替代组合证券 T 日无交易的，取最近交易日的收盘价；交易日无收盘价的，取最后收盘价）计算并确定被替代组合证券的单位结算成本，在此基础上根据替代组合证券数量和申购现金替代保证金确定基金应退还投资人的款项或投资人应补交的款项。T 日后的 3 个港股通交收日内，基金管理人将应退款或补款与相关申购赎回代理机构办理交收，当交收期间出现港股通交易日为非港股通交收日时，款项交收日期顺延。若发生特殊情况，基金管理人可以对交收日期进行相应调整。 如遇港股通临时停市、港股通交易每日额度或总额度不足等特殊情况，组合证券的代理买入及结算价格可依次顺延至下一港股通交易日直至交易正常。如遇证券长期停牌、流动性不足等可能导致收盘价或最后成交价不公允的特殊情况，可参照证券的估值价格，对结算成本进行调整。如果基金管理人认为该证券复牌后的价格可能存在较大波动，且可能对基金资产净值产生较大影响，为了更好的维护持有人利益，该证券对应的现金替代款的清算交收可在其复牌后按照实际交易成本办理。 在此期间若该证券发生除息、送股（转增）、配股等重要权益变动，则进行相应调整。 招商国证港股通科技交易型开放式指数证券投资基金招募说明书 40 ④赎回替代金额的处理程序对于确认成功的 T 日赎回申请，T 日内基金管理人根据所卖出的被替代组合证券的实际单位卖出成本、实际卖出的相关费用、未卖出的被替代组合证券的 T 日收盘价（折算为人民币，折算汇率采用当天的估值汇率；被替代组合证券 T 日无交易的，取最近交易日的收盘价；交易日无收盘价的， 取最后收盘价） 计算并确定被替代组合证券的单位结算成本，在此基础上根据替代组合证券数量确定赎回替代金额。T 日后的第 3 个港股通交收日后的 2 个工作日内，基金管理人将应支付的赎回现金替代款与相关申购赎回代理机构办理交收，当交收期间出现港股通交易日为非港股通交收日时， 款项交收日期顺延。若发生特殊情况，基金管理人可以对交收日期进行相应调整。 如遇港股通临时停市等特殊情况，组合证券的代理卖出及结算价格可依次顺延至下一港股通交易日直至交易正常。如遇证券长期停牌、流动性不足等可能导致收盘价或最后成交价不公允的特殊情况，可参照证券的估值价格，对结算成本进行调整。如果基金管理人认为该证券复牌后的价格可能存在较大波动，且可能对基金资产净值产生较大影响，为了更好的维护持有人利益，该证券对应的现金替代款的清算交收可在其复牌后按照实际交易成本办理。在此期间若该证券发生除息、送股 （转增）、配股等重要权益变动，则进行相应调整。 未,可卖出和赎回；T 日竞价买入的基金份额，T 日可以卖出或赎回；T 日大宗买入的基金份额，T 日可以大宗卖出，T+1 日可以竞价卖出或赎回。 3、申购和赎回申请的清算交收与登记本基金申购和赎回过程中涉及的申购、赎回对价和基金份额的交收适用《业务规则》和参与各方相关协议的有关规定。 投资者 T 日现金申购成功后，正常情况下，登记结算机构在 T 日为投资者办理基金份额及现金替代的交收，在 T+1 日办理现金差额的清算，并将结果发送给基金管理人、申购赎回代理机构和基金托管人。正常情况下，基金管理人与申购赎回代理机构在 T+2 日办理现金差额的交收。 投资者 T 日赎回成功后，正常情况下，登记结算机构在 T 日收市后为投资者办理基金份额的交收，在 T+1 日办理现金差额的清算，并将结果发送给基金管理人、申购赎回代理机构和基金托管人。 基金管理人与申购赎回代理机构在 T+2 日办理现金差额的交收。赎回现金替代款将自有效赎回申请之日起 7 个工作日内划往基金份额持有人账户。但如果出现港股通暂停交易或交收、基金投资市场交易清算规则发生较大变化、基金赎回数额较大或组合证券内的部分证券因停牌、流动性不足等原因导致无法足额卖出等情况，则赎回款项的清算交收可延迟办理。 对于因申购赎回代理机构交收资金不足，导致投资者现金申购失败的情形，按照申购赎回代理机构的相关规则处理。 如果在清算交收时发生清算交收参与方不能正常履约的情形，则依据《业务规则》和参与各方相关协议的有关规定进行处理。 4、登记机构和基金管理人可在不违反法律法规的情况下，对申购与赎回的程序以及清算交收和登记的办理时间、方式、处理规则等进行调整。 五、申购和赎回的数量限制 1、投资人参与本基金的日常申购、赎回，需按最小申购赎回单位的整数倍提交申请。本基金最小申购赎回单位请参考届时发布的申购、赎回相关公告以及申购赎回清单。基金管理人可根据基金运作情况、市场情况和投资者需求，在法律法规允许的情况下，调整最小申购赎回单位。 2、基金管理人可以规定投资人相关账户的最低基金份额余额，具体规定请参见相关公告。 3、基金管理人可以规定本基金当日申购份额及当日赎回份额上限，具体规定详见相关公告。 4、当接受申购申请对存量基金份额持有人利益构成潜在重大不利影响时，基金管理人可以采取规定单个投资者单日或者单笔申购份额上限、基金规模上限或基金单日净申购比例上限，以及拒绝大额申购、暂停基金申购等措施，切实保护存量基金份额持有人的合法权益。基金管理人基于投资运作与风险控制的需要，可采取上述措施对基金规模予以控制。具体见基金管理人相关公告。 5、基金管理人可根据基金运作情况、市场情况和投资人需求，在法律法规允许的情况下，调招商国证港股通科技交易型开放式指数证券投资基金招募说明书 38 整申购和赎回的数量限制，或者新增基金规模控制措施。基金管理人应在调整实施前依照《信息披露办法》的有关规定在规定媒介上公告。 六、申购和赎回对价、费用及其用途 1、本基金份额净值的计算，保留到小数点后 4 位，小数点后第 5 位四舍五入，由此产生的收益或损失由基金财产承担。但如遇特殊情况，为保护基金份额持有人利益，基金管理人与基金托管人协商一致，可阶段性调整基金份额净值计算精度并进行相应公告，无需召开基金份额持有人大会审议。T 日的基金份额净值在当天收市后计算，并按照基金合同的约定公告。遇特殊情况，经履行适当程序，可以适当延迟计算或公告。如相关法律法规以及中国证监会另有规定，则依规定执行。 2、申购对价、赎回对价根据申购赎回清单和投资人申购、赎回的基金份额数额确定。申购对价是指投资人申购基金份额时应交付的现金替代、现金差额及其他对价。赎回对价是指投资人赎回基金份额时，基金管理人应交付给投资人的现金替代、现金差额及其他对价。 3、申购赎回清单由基金管理人编制。T 日的申购赎回清单在当日深圳证券交易所开市前公告。 4、投资人在申购或赎回本基金时，申购赎回代理机构可按照不超过申购或赎回份额 0.8%的标准向投资人收取佣金，其中包含证,申购赎回清单：指由基金管理人编制的用以公告申购对价、赎回对价等信息的文件 46、申购对价：指投资人申购基金份额时，按基金合同和招募说明书规定应交付的现金替代、 现金差额及其他对价 47、赎回对价：指基金份额持有人赎回基金份额时，基金管理人按基金合同和招募说明书规定应交付给赎回人的现金替代、现金差额及其他对价 48、标的指数：指深圳证券信息有限公司编制并发布的国证港股通科技指数 49、组合证券：指本基金标的指数所包含的全部或部分证券 50、最小申购赎回单位：指本基金申购、赎回份额的最低数量，投资人申购、赎回的基金份额应为最小申购赎回单位的整数倍 51、现金替代：指申购、赎回过程中，投资人按基金合同和招募说明书的规定，用于替代组合证券中部分证券的一定数量的现金 52、现金差额：指最小申购赎回单位的资产净值与按 T 日收盘价计算的最小申购赎回单位中的组合证券市值和现金替代之差；投资人申购或赎回时应支付或应获得的现金差额根据最小申购赎回单位对应的现金差额、申购或赎回的基金份额计算 53、预估现金部分：指由基金管理人计算并在 T 日申购赎回清单中公布的当日现金差额的预估值，预估现金部分由申购赎回代理机构预先冻结 54、基金份额参考净值：指基金管理人或基金管理人委托的机构在开市后根据申购赎回清单和组合证券内各只证券的实时成交数据计算，并通过深圳证券交易所发布的基金份额参考净值，简称 “IOPV” 招商国证港股通科技交易型开放式指数证券投资基金招募说明书 9 55、基金份额折算：指基金管理人根据基金运作的需要，在基金资产净值不变的前提下，按照一定比例调整基金份,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159125/159125_招募说明书_20250930.txt
