list_order,code,fund_name,prospectus_title,prospectus_date,rtgs_context,netting_context,buy_context,sell_context,cash_difference_context,source_text_file
11,159117,鹏华港股通低波红利ETF,鹏华标普港股通低波红利交易型开放式指数证券投资基金更新的招募说明书,2026-08-06,基 金 现 金 申 购 业 务 中 的 现 金 替 代 采 用 实 时 逐 笔 全 额 结 算 （ Real Time Gross Settlement，简称 RTGS）模式；赎回业务涉及的现金替代采用代收代付处理；申购、赎回 业务涉及的现金差额和现金替代退补款采用代收代付处理。 （1）申购的清算交收 投资者 T 日提交的申购申请受理后，如交易记录已勾单且申购资金足额的，登记机构 在 T 日日间实时办理基金份额及现金替代的交收；T 日日间未进行勾单确认或日间资金不 足的，登记机构在 T 日日终根据资金是否足额办理基金份额及现金替代的清算交收，并将 结果发送给基金管理人、申购赎回代理券商和基金托管人。基金管理人与申购赎回代理券 商在 T+2 日办理现金差额的交收。 （2）赎回的清算,不买入或不卖出部分被替代证券，或者不进行任何买入或卖出证券的操作，基 金管理人可能不买入或不卖出被替代证券的情形包括但不限于市场流动性不足、技术系统 无法实现、申购赎回轧差以及基金管理人认为不应买入或卖出的其他情形。 （9）第三方机构服务的风险 本基金的多项服务委托第三方机构办理，存在以下风险： 1）申购赎回代理券商因多种原因，导致代理申购、赎回业务受到限制、暂停或终止， 由此影响对投资者申购赎回服务的风险。 2）登记机构可能调整结算制度，如对投资者基金份额、组合证券及资金的结算方式发 生变化，制度调整可能给投资者带来理解偏差的风险。同样的风险还可能来自于证券交易 所及其他代理机构。 3）第三方机构可能违约，导致基金或投资者利益受损的风险。 70 3、港股通机制下港股通标的股票的投资风险 本基金投资港股通标的股票，除了需要承担与境内证券投资基金类似的市场波动风险,申购替代金额的处理程序 T 日，基金管理人在申购赎回清单中公布申购现金替代保证金率，并据此收取申购替 代金额。 对于确认成功的 T 日申购申请，通常情况下 T 日内基金管理人根据申购规模进行组合 证券的代理买入。基金管理人有权在 T 日内任意时刻以收到的替代金额代投资者买入小于 等于被替代证券数量的任意数量的被替代证券。基金管理人有权根据基金投资的需要自主 决定不买入部分被替代证券，或者不进行任何买入证券的操作，基金管理人可能不买入被 替代证券的情形包括但不限于市场流动性不足、技术系统无法实现以及基金管理人认为不 应买入的其他情形。T 日日终，基金管理人根据所购入的被替代证券的实际单位购入成本 （包括买入价格与相关费用，折算为人民币）和未买入的被替代证券的 T 日收盘价（折算 为人民币，折算汇率采用基金管理人和基金托管人商定的汇率公允价，汇率公允价包括中 国人民银行或其授权机构公布的人民币汇率中间价、中国外汇交易中心参考汇率、中国外 34 汇交易中心收盘价、与基金托管人商定的其他公允价格等；当日在证券交易所无交易的， 取最近交易日的收盘价；当日无收盘价的，取最后成交价）计算被替代证券的单位结算成 本，在此基础上根据替代证券数量和申购替代金额确定基金应退还投资者或投资者应补交 的款项。 正常情况下，T+3 日（指港股通交易日）内，基金管理人将应退款和补款的明细及汇 总数据发送给登记机构，登记机构办理现金替代多退少补资金的清算，并将结果发送给相 关申购赎回代理券商和基金托管人。 如遇港股通临时停市、港股通交易每日额度或总额度不足等特殊情况，组合证券的代 理买入及结算价格可依次顺延至下一港股通交易日直至交易正常。如遇证券长期停牌、流 动性不足等可能导致收盘价或最后成交价不公允的特殊情况，可参照证券的估值价格，对 结算价格进行调整，如果基金管理人认为该证券复牌后的价格可能存在较大波动，且可能 对基金资产净值产生较大影响，为了更好的维护基金份额持有人利益，该证券对应的现金 替代款的清算交收可在其复牌后按照实际交易成本办理。在此期间若该证券发生除息、送 股（转增）、配股等重要权益变动，则进行相应调整。 ④赎回对应的替代金额 赎回时，对于可以现金替代的证券，替代金额为扣除相关费用后的该证券的卖出价值 （或证券实际结算价值） ⑤赎回替代金额的处理程序 对于确认成功的 T 日赎回申请，通常情况下 T 日内基金管理人根据赎回规模进行组合 证券的代理卖出。基金管理人有权在 T 日内任意时刻卖出小于等于被替代证券数量的任意 数量的被替代证券。基金管理人有权根据基金投资的需要自主决定不卖出部分被替代证 券，或者不进行任何卖出证券的操作，基金管理人可能不卖出被替代证券的情形包括但不 限于市场流动性不足、技术系统无法实现以及基金管理人认为不应卖出的其他情形。T 日 日终，基金管理人根据所,替代金额的处理程序 T 日，基金管理人在申购赎回清单中公布申购现金替代保证金率，并据此收取申购替 代金额。 对于确认成功的 T 日申购申请，通常情况下 T 日内基金管理人根据申购规模进行组合 证券的代理买入。基金管理人有权在 T 日内任意时刻以收到的替代金额代投资者买入小于 等于被替代证券数量的任意数量的被替代证券。基金管理人有权根据基金投资的需要自主 决定不买入部分被替代证券，或者不进行任何买入证券的操作，基金管理人可能不买入被 替代证券的情形包括但不限于市场流动性不足、技术系统无法实现以及基金管理人认为不 应买入的其他情形。T 日日终，基金管理人根据所购入的被替代证券的实际单位购入成本 （包括买入价格与相关费用，折算为人民币）和未买入的被替代证券的 T 日收盘价（折算 为人民币，折算汇率采用基金管理人和基金托管人商定的汇率公允价，汇率公允价包括中 国人民银行或其授权机构公布的人民币汇率中间价、中国外汇交易中心参考汇率、中国外 34 汇交易中心收盘价、与基金托管人商定的其他公允价格等；当日在证券交易所无交易的， 取最近交易日的收盘价；当日无收盘价的，取最后成交价）计算被替代证券的单位结算成 本，在此基础上根据替代证券数量和申购替代金额确定基金应退还投资者或投资者应补交 的款项。 正常情况下，T+3 日（指港股通交易日）内，基金管理人将应退款和补款的明细及汇 总数据发送给登记机构，登记机构办理现金替代多退少补资金的清算，并将结果发送给相 关申购赎回代理券商和基金托管人。 如遇港股通临时停市、港股通交易每日额度或总额度不足等特殊情况，组合证券的代 理买入及结算价格可依次顺延至下一港股通交易日直至交易正常。如遇证券长期停牌、流 动性不足等可能导致收盘价或最后成交价不公允的特殊情况，可参照证券的估值价格，对 结算价格进行调整，如果基金管理人认为该证券复牌后的价格可能存在较大波动，且可能 对基金资产净值产生较大影响，为了更好的维护基金份额持有人利益，该证券对应的现金 替代款的清算交收可在其复牌后按照实际交易成本办理。在此期间若该证券发生除息、送 股（转增）、配股等重要权益变动，则进行相应调整。 ④赎回对应的替代金额 赎回时，对于可以现金替代的证券，替代金额为扣除相关费用后的该证券的卖出价值 （或证券实际结算价值） ⑤赎回替代金额的处理程序 对于确认成功的 T 日赎回申请，通常情况下 T 日内基金管理人根据赎回规模进行组合 证券的代理卖出。基金管理人有权在 T 日内任意时刻卖出小于等于被替代证券数量的任意 数量的被替代证券。基金管理人有权根据基金投资的需要自主决定不卖出部分被替代证 券，或者不进行任何卖出证券的操作，基金管理人可能不卖出被替代证券的情形包括但不 限于市场流动性不足、技术系统无法实现以及基金管理人认为不应卖出的其他情形。T 日 日终，基金管理人根据所卖出,购赎回清单：指由基金管理人编制的用以公告申购对价、赎回对价等信息的文 件 52、申购对价：指投资人申购基金份额时，按基金合同和招募说明书规定应交付的现 金替代、现金差额和/或其他对价 53、赎回对价：指投资人赎回基金份额时，基金管理人按基金合同和招募说明书规定 应交付给赎回人的现金替代、现金差额和/或其他对价 54、组合证券：指本基金标的指数所包含的全部或部分证券 55、现金替代：指申购或赎回过程中，投资人按基金合同和招募说明书的规定，用于 替代组合证券中全部或部分证券的一定数量的现金 56、现金差额：指 T 日最小申购、赎回单位的资产净值与按当日收盘价计算的最小申 购、赎回单位中的组合证券市值和现金替代之差；投资人申购或赎回时应支付或应获得的 现金差额根据最小申购、赎回单位对应的现金差额、申购或赎回的基金份额数计算 57、预估现金差额：指由基金管理人计算并在 T 日申购赎回清单中公布的当日现金差 额预估值，预估现金差额由申购赎回代理券商预先冻结 58、最小申购、赎回单位：指本基金申购份额、赎回份额的最低数量，投资人申购、 11 赎回的基金份额应为最小申购、赎回单位的整数倍 59、基金份额参考净值：指基金管理人或者基金管理人委托的机构在开市后根据申购 赎回清单和组合证券内各只证券的实时成交数据及汇率数据计算，并通过深圳证券交易所 发布的基金份额参考净值，简称“IOPV” 60、基金份额折算：指基金管理人根据基金运作的需要，在基金资产净值不变的前提 下，按照一定比例调整基金份额总额及基金份额净值的行为 61、转托管：指基金份额持有人在本基金的不同销,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159117/159117_更新招募说明书_20260806.txt
12,159125,招商国证港股通科技ETF,招商国证港股通科技交易型开放式指数证券投资基金招募说明书,2025-09-30,资者当日申购的基金份额，清算交收完成 招商国证港股通科技交易型开放式指数证券投资基金招募说明书 37 后可卖出和赎回，即 T 日申购的 ETF 份额且日间完成 RTGS（实时逐笔全额结算）交收的，T 日可卖 出与赎回，而 T 日申购的 ETF 份额且日终完成逐笔全额非担保交收的，T+1 日方可卖出和赎回；T 日竞价买入的基金份额，T 日可以卖出或赎回；T 日大宗买入的基金份额，T 日可以大宗卖出，T+1 日可以竞价卖出或赎回。 3、申购和赎回申请的清算交收与登记 本基金申购和赎回过程中涉及的申购、赎回对价和基金份额的交收适用《业务规则》和参与各 方相关协议的有关规定。 投资者 T 日现金申购成功后，正常情况下，登记结算机构在 T 日为投资者办理基金份额及现金 替代的交收，在 T+,,申购替代金额的处理程序 对于确认成功的 T 日申购申请，T 日内基金管理人根据申购规模进行组合证券的代理买入。T 日日终，基金管理人根据所购入的被替代组合证券的实际单位购入成本、实际购入的相关费用、未 购入的被替代组合证券的 T 日收盘价（折算为人民币，折算汇率采用当天的估值汇率；被替代组合 证券 T 日无交易的，取最近交易日的收盘价；交易日无收盘价的，取最后收盘价）计算并确定被替 代组合证券的单位结算成本，在此基础上根据替代组合证券数量和申购现金替代保证金确定基金应 退还投资人的款项或投资人应补交的款项。T 日后的 3 个港股通交收日内，基金管理人将应退款或 补款与相关申购赎回代理机构办理交收，当交收期间出现港股通交易日为非港股通交收日时，款项 交收日期顺延。若发生特殊情况，基金管理人可以对交收日期进行相应调整。 如遇港股通临时停市、港股通交易每日额度或总额度不足等特殊情况，组合证券的代理买入及 结算价格可依次顺延至下一港股通交易日直至交易正常。如遇证券长期停牌、流动性不足等可能导 致收盘价或最后成交价不公允的特殊情况，可参照证券的估值价格，对结算成本进行调整。如果基 金管理人认为该证券复牌后的价格可能存在较大波动，且可能对基金资产净值产生较大影响，为了 更好的维护持有人利益，该证券对应的现金替代款的清算交收可在其复牌后按照实际交易成本办理。 在此期间若该证券发生除息、送股（转增）、配股等重要权益变动，则进行相应调整。 招商国证港股通科技交易型开放式指数证券投资基金招募说明书 40 ④赎回替代金额的处理程序 对于确认成功的 T 日赎回申请，T 日内基金管理人根据所卖出的被替代组合证券的实际单位卖 出成本、实际卖出的相关费用、未卖出的被替代组合证券的 T 日收盘价（折算为人民币，折算汇率 采用当天的估值汇率；被替代组合证券 T 日无交易的，取最近交易日的收盘价；交易日无收盘价的， 取最后收盘价） 计算并确定被替代组合证券的单位结算成本，在此基础上根据替代组合证券数量确 定赎回替代金额。T 日后的第 3 个港股通交收日后的 2 个工作日内，基金管理人将应支付的赎回现 金替代款与相关申购赎回代理机构办理交收，当交收期间出现港股通交易日为非港股通交收日时， 款项交收日期顺延。若发生特殊情况，基金管理人可以对交收日期进行相应调整。 如遇港股通临时停市等特殊情况，组合证券的代理卖出及结算价格可依次顺延至下一港股通交 易日直至交易正常。如遇证券长期停牌、流动性不足等可能导致收盘价或最后成交价不公允的特殊 情况，可参照证券的估值价格，对结算成本进行调整。如果基金管理人认为该证券复牌后的价格可 能存在较大波动，且可能对基金资产净值产生较大影响，为了更好的维护持有人利益，该证券对应 的现金替代款的清算交收可在其复牌后按照实际交易成本办理。在此期间若该证券发生除息、送股 （转增,替代金额的处理程序 对于确认成功的 T 日申购申请，T 日内基金管理人根据申购规模进行组合证券的代理买入。T 日日终，基金管理人根据所购入的被替代组合证券的实际单位购入成本、实际购入的相关费用、未 购入的被替代组合证券的 T 日收盘价（折算为人民币，折算汇率采用当天的估值汇率；被替代组合 证券 T 日无交易的，取最近交易日的收盘价；交易日无收盘价的，取最后收盘价）计算并确定被替 代组合证券的单位结算成本，在此基础上根据替代组合证券数量和申购现金替代保证金确定基金应 退还投资人的款项或投资人应补交的款项。T 日后的 3 个港股通交收日内，基金管理人将应退款或 补款与相关申购赎回代理机构办理交收，当交收期间出现港股通交易日为非港股通交收日时，款项 交收日期顺延。若发生特殊情况，基金管理人可以对交收日期进行相应调整。 如遇港股通临时停市、港股通交易每日额度或总额度不足等特殊情况，组合证券的代理买入及 结算价格可依次顺延至下一港股通交易日直至交易正常。如遇证券长期停牌、流动性不足等可能导 致收盘价或最后成交价不公允的特殊情况，可参照证券的估值价格，对结算成本进行调整。如果基 金管理人认为该证券复牌后的价格可能存在较大波动，且可能对基金资产净值产生较大影响，为了 更好的维护持有人利益，该证券对应的现金替代款的清算交收可在其复牌后按照实际交易成本办理。 在此期间若该证券发生除息、送股（转增）、配股等重要权益变动，则进行相应调整。 招商国证港股通科技交易型开放式指数证券投资基金招募说明书 40 ④赎回替代金额的处理程序 对于确认成功的 T 日赎回申请，T 日内基金管理人根据所卖出的被替代组合证券的实际单位卖 出成本、实际卖出的相关费用、未卖出的被替代组合证券的 T 日收盘价（折算为人民币，折算汇率 采用当天的估值汇率；被替代组合证券 T 日无交易的，取最近交易日的收盘价；交易日无收盘价的， 取最后收盘价） 计算并确定被替代组合证券的单位结算成本，在此基础上根据替代组合证券数量确 定赎回替代金额。T 日后的第 3 个港股通交收日后的 2 个工作日内，基金管理人将应支付的赎回现 金替代款与相关申购赎回代理机构办理交收，当交收期间出现港股通交易日为非港股通交收日时， 款项交收日期顺延。若发生特殊情况，基金管理人可以对交收日期进行相应调整。 如遇港股通临时停市等特殊情况，组合证券的代理卖出及结算价格可依次顺延至下一港股通交 易日直至交易正常。如遇证券长期停牌、流动性不足等可能导致收盘价或最后成交价不公允的特殊 情况，可参照证券的估值价格，对结算成本进行调整。如果基金管理人认为该证券复牌后的价格可 能存在较大波动，且可能对基金资产净值产生较大影响，为了更好的维护持有人利益，该证券对应 的现金替代款的清算交收可在其复牌后按照实际交易成本办理。在此期间若该证券发生除息、送股 （转增）、,申购赎回清单：指由基金管理人编制的用以公告申购对价、赎回对价等信息的文件 46、申购对价：指投资人申购基金份额时，按基金合同和招募说明书规定应交付的现金替代、 现金差额及其他对价 47、赎回对价：指基金份额持有人赎回基金份额时，基金管理人按基金合同和招募说明书规定 应交付给赎回人的现金替代、现金差额及其他对价 48、标的指数：指深圳证券信息有限公司编制并发布的国证港股通科技指数 49、组合证券：指本基金标的指数所包含的全部或部分证券 50、最小申购赎回单位：指本基金申购、赎回份额的最低数量，投资人申购、赎回的基金份额 应为最小申购赎回单位的整数倍 51、现金替代：指申购、赎回过程中，投资人按基金合同和招募说明书的规定，用于替代组合 证券中部分证券的一定数量的现金 52、现金差额：指最小申购赎回单位的资产净值与按 T 日收盘价计算的最小申购赎回单位中的 组合证券市值和现金替代之差；投资人申购或赎回时应支付或应获得的现金差额根据最小申购赎回 单位对应的现金差额、申购或赎回的基金份额计算 53、预估现金部分：指由基金管理人计算并在 T 日申购赎回清单中公布的当日现金差额的预估 值，预估现金部分由申购赎回代理机构预先冻结 54、基金份额参考净值：指基金管理人或基金管理人委托的机构在开市后根据申购赎回清单和 组合证券内各只证券的实时成交数据计算，并通过深圳证券交易所发布的基金份额参考净值，简称 “IOPV” 招商国证港股通科技交易型开放式指数证券投资基金招募说明书 9 55、基金份额折算：指基金管理人根据基金运作的需要，在基金资产净值不变的前提下，按照 一,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159125/159125_招募说明书_20250930.txt
13,520770,建信恒指港股通ETF,建信恒指港股通交易型开放式指数证券投资基金招募说明书,2025-12-01,则并适用于本基金的，则按照新的规则执行。 本基金现金申购业务中的现金替代采用实时逐笔全额结算（ Real Time Gross Settlement，以下简称 RTGS）模式；赎回业务中的现金替代采用代收代付处理；申 购、赎回业务涉及的现金差额和现金替代退补款采用代收代付处理。 1）申购的清算交收 投资者 T 日提交的申购申请受理后，日间完成 RTGS 交收部分，登记机构在 T 日日间实时办理基金份额登记及现金替代的交收；T 日日间未完成 RTGS 交收部分， 登记机构在 T 日日终为该投资者办理基金份额登记及现金替代的清算交收， 并将结 果发送给基金管理人、申购赎回代理券商和基金托管人。基金管理人在 T+2 日内办 理现金差额的清算交收。 2）赎回的清算交收 投资者 T 日提交,,申购现金替代保证金的处理程序 对于确认成功的 T 日申购申请，T 日内基金管理人根据申购规模进行组合证券 的代理买入。T 日日终，基金管理人根据所购入的被替代组合证券的实际单位购入 成本、实际购入的相关费用、未购入的被替代组合证券的 T 日收盘价（折算为人民 币， 折算汇率采用当天的估值汇率， 基金管理人可根据情况调整所使用的折算汇率， 并及时公告；被替代组合证券 T 日无交易的，取最近交易日的收盘价；交易日无收 盘价的，取最后收盘价）计算并确定被替代组合证券的单位结算成本，在此基础上 根据替代组合证券数量和现金替代保证金确定基金应退还投资人的款项或投资人应 补交的款项。T 日后的两个工作日内，基金管理人将应退款或补款与相关申购赎回 代理机构办理交收。若发生特殊情况，基金管理人可以对交收日期进行相应调整。 如遇港股通临时停市、港股通交易每日额度或总额度不足等特殊情况，组合证 券的代理买入及结算价格可依次顺延至下一港股通交易日直至交易正常。如遇证券 建信恒指港股通交易型开放式指数证券投资基金 招募说明书 42 长期停牌、流动性不足等可能导致收盘价或最后成交价不公允的特殊情况，可参照 证券的估值价格，对结算成本进行调整。如果基金管理人认为该证券复牌后的价格 可能存在较大波动，且可能对基金资产净值产生较大影响，为了更好的维护持有人 利益，该证券对应的现金替代款的清算交收可在其复牌后按照实际交易成本办理。 在此期间若该证券发生除息、 送股 （转增） 、 配股等重要权益变动， 则进行相应调整。 4）赎回替代金额的处理程序 对于确认成功的 T 日赎回申请，T 日内基金管理人根据所卖出的被替代组合证 券的实际单位卖出成本、实际卖出的相关费用、未卖出的被替代组合证券的 T 日收 盘价（折算为人民币，折算汇率采用当天的估值汇率，基金管理人可根据情况调整 所使用的的折算汇率，并及时公告；被替代组合证券 T 日无交易的，取最近交易日 的收盘价；交易日无收盘价的，取最后收盘价）计算并确定被替代组合证券的单位 结算成本，在此基础上根据替代组合证券数量确定赎回替代金额。T 日后的第 3 个 港股通交收日后的两个工作日内，基金管理人将应支付的赎回现金替代款与相关申 购赎回代理机构办理交收。若发生特殊情况，基金管理人可以对交收日期进行相应 调整。 如遇港股通临时停市、港股通交易每日额度或总额度不足等特殊情况，组合证 券的代理买入及结算价格可依次顺延至下一港股通交易日直至交易正常。如遇证券 长期停牌、流动性不足等可能导致收盘价或最后成交价不公允的特殊情况，可参照 证券的估值价格，对结算成本进行调整。如果基金管理人认为该证券复牌后的价格 可能存在较大波动，且可能对基金资产净值产生较大影响，为了更好的维护持有人 利益，该证券对应的现金替代款的清算交收可在其复牌后按照实际交易成本办理。 在此期间若,"赎回替代金额的处理程序 对于确认成功的 T 日赎回申请，T 日内基金管理人根据所卖出的被替代组合证 券的实际单位卖出成本、实际卖出的相关费用、未卖出的被替代组合证券的 T 日收 盘价（折算为人民币，折算汇率采用当天的估值汇率，基金管理人可根据情况调整 所使用的的折算汇率，并及时公告；被替代组合证券 T 日无交易的，取最近交易日 的收盘价；交易日无收盘价的，取最后收盘价）计算并确定被替代组合证券的单位 结算成本，在此基础上根据替代组合证券数量确定赎回替代金额。T 日后的第 3 个 港股通交收日后的两个工作日内，基金管理人将应支付的赎回现金替代款与相关申 购赎回代理机构办理交收。若发生特殊情况，基金管理人可以对交收日期进行相应 调整。 如遇港股通临时停市、港股通交易每日额度或总额度不足等特殊情况，组合证 券的代理买入及结算价格可依次顺延至下一港股通交易日直至交易正常。如遇证券 长期停牌、流动性不足等可能导致收盘价或最后成交价不公允的特殊情况，可参照 证券的估值价格，对结算成本进行调整。如果基金管理人认为该证券复牌后的价格 可能存在较大波动，且可能对基金资产净值产生较大影响，为了更好的维护持有人 利益，该证券对应的现金替代款的清算交收可在其复牌后按照实际交易成本办理。 在此期间若该证券发生除息、 送股 （转增） 、 配股等重要权益变动， 则进行相应调整。 5）未来如港股通的交易、结算规则发生改变，或《业务规则》发生改变，或基 金管理人与基金托管人及申购赎回代理机构之间的结算相关安排发生改变，基金管 理人可以对上述可以现金替代处理规则进行调整，并按规定公告。 （3）必须现金替代 1） 适用情形： 必须现金替代的证券一般是由于标的指数调整，即将被剔除的成 份证券、或法律法规限制投资的证券、或相关交易制度限制交易的证券、或基金管 建信恒指港股通交易型开放式指数证券投资基金 招募说明书 43 理人出于保护基金份额持有人利益等原因认为有必要实行必须现金替代的成份证 券。 2） 替代金额： 对于必须现金替代的证券，基金管理人将在申购赎回清单中公告 一定数量的现金，即""固定替代金额""。固定替代金额的计算方法为申购赎回清单中 该证券的数量乘以其 T 日预计开盘价并按照 T-1 日估值汇率换算或基金管理人认为 合理的其他方法。 4、预估现金部分相关内容 指由基金管理人计算并在 T 日申购赎回清单中公布的当日现金差额的预估值， 预估现金部分由申购赎回代理机构预先冻结。 预估现金部分的计算公式为： T 日预估现金部分＝T-1 日最小申购赎回单位的基金资产净值－ （申购赎回清单 中必须现金替代的固定替代金额＋申购赎回清单中可以现金替代成份证券的数量、 T 日预计开盘价及 T-1 日估值汇率乘积之和） 若 T 日为基金分红除息日，则预估现金部分需进行相应的调整。 预估现金部分的数值可能为正",可参与本基金的申购、赎回及交易。投资者一旦认购、申购或赎回 本基金，即表示对基金认购、申购和赎回所涉及的基金份额的证券变更登记方式以 及申购赎回所涉及现金替代、现金差额等相关的交收方式已经认可。 投资人认购本基金时需具有上海证券账户，即投资人在中国证券登记结算有限 责任公司上海分公司开立的上海证券交易所人民币普通股票账户 （即A 股账户） 或 上海证券交易所证券投资基金账户。上海证券交易所证券投资基金账户只能进行基 金份额的现金认购和二级市场交易，如投资人需要参与基金的申购、赎回，则应开 立上海证券交易所 A 股账户。 投资有风险，投资人在进行投资决策前，请仔细阅读本基金的《招募说明书》 、 建信恒指港股通交易型开放式指数证券投资基金 招募说明书 3 《基金合同》及基金产品资料概要等信息披露文件，了解基金的风险收益特征，并 根据自身的投资目的、投资期限、投资经验、资产状况等判断本基金是否和自身的 风险承受能力相适应。 基金的过往业绩并不代表其未来表现。基金管理人管理的其他基金的业绩不构 成新基金业绩表现的保证。基金管理人提醒投资者基金投资的“买者自负”原则， 在投资者作出投资决策后，基金运营状况与基金净值变化引致的投资风险，由投资 者自行负责。 建信恒指港股通交易型开放式指数证券投资基金 招募说明书 4 目 录 【重要提示】 ................................................................................................................,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/520770/520770_招募说明书_20251201.txt
