horizon,test_date,fit_start,inner_fit_end,validation_start,train_end,train_rows,test_rows,selection_score,alpha,legs,HSI_FUT,HHI_FUT,HTI_FUT,02800,02828,03032,03033,02845,fixed_pair_HHI_beta,fixed_pair_HTI_beta
60,20260626,20260323,20260610,20260611,20260625,3600,60,0.002883827688168425,0.01,HHI_FUT+02845,0.0,1.0509284659810219,0.0,0.0,0.0,0.0,0.0,0.23836838369564087,0.7063536717002924,0.4510195876510537
60,20260629,20260324,20260611,20260612,20260626,3600,60,0.0028758119333896106,0.01,HHI_FUT+02845,0.0,1.0405520642110269,0.0,0.0,0.0,0.0,0.0,0.24173539404663105,0.6679681195375471,0.4609881715401246
60,20260630,20260325,20260612,20260615,20260629,3600,60,0.002959760142287652,0.01,HHI_FUT+02845,0.0,0.9963537600817723,0.0,0.0,0.0,0.0,0.0,0.24136059001892324,0.6226397408587299,0.46200047046000947
60,20260702,20260326,20260615,20260616,20260630,3600,60,0.0032609725807307786,0.01,HHI_FUT+02845,0.0,1.0366564120684378,0.0,0.0,0.0,0.0,0.0,0.22531535188914378,0.5855049503707557,0.5057561602143311
60,20260703,20260327,20260616,20260617,20260702,3600,60,0.0032823443040882723,0.0,03033+02845,0.0,0.0,0.0,0.0,0.0,0.0,0.7107081797214762,0.18334437398995423,0.5654894348219148,0.5243654980913169
60,20260706,20260330,20260617,20260618,20260703,3600,60,0.0035168790129246827,0.0,HSI_FUT+02845,1.2106241356539256,0.0,0.0,0.0,0.0,0.0,0.0,0.21363338875162058,0.6389805447537529,0.47671827619741775
60,20260707,20260331,20260618,20260622,20260706,3600,60,0.0035073629999696713,0.0,HSI_FUT+02845,1.2281510089614627,0.0,0.0,0.0,0.0,0.0,0.0,0.20464105503436017,0.6719866179913451,0.45600939939831997
60,20260708,20260401,20260622,20260623,20260707,3600,60,0.0035489314307783583,0.0,03033+02845,0.0,0.0,0.0,0.0,0.0,0.0,0.6846680112798439,0.19752787380834866,0.6773407647051869,0.44721814150091327
60,20260709,20260402,20260623,20260624,20260708,3600,60,0.003494235966909216,0.0,03033+02845,0.0,0.0,0.0,0.0,0.0,0.0,0.675717675501561,0.20329187309242644,0.6556099828047355,0.4376270429791832
60,20260710,20260408,20260624,20260625,20260709,3600,60,0.0036889547896642723,0.0,03033+02845,0.0,0.0,0.0,0.0,0.0,0.0,0.6752926975574748,0.19933620983924444,0.6294082048296066,0.45016681363600963
60,20260713,20260409,20260625,20260626,20260710,3600,60,0.003433368754800703,0.0,03032+02845,0.0,0.0,0.0,0.0,0.0,0.6795825488743644,0.0,0.19626917243104042,0.6177849263903944,0.46834466114652373
60,20260714,20260410,20260626,20260629,20260713,3600,60,0.003513866823145923,0.0,HSI_FUT+02845,1.2322573211185843,0.0,0.0,0.0,0.0,0.0,0.0,0.20300853072745423,0.6360884189250922,0.45089218546511356
60,20260715,20260413,20260629,20260630,20260714,3600,60,0.004000795148082117,0.0,HSI_FUT+03032,0.9548442986667873,0.0,0.0,0.0,0.0,0.3465748581018622,0.0,0.0,0.6831619735849296,0.44025830457733794
60,20260716,20260414,20260630,20260702,20260715,3600,60,0.0038807840552765086,0.0,HSI_FUT+03033,0.9753857896515725,0.0,0.0,0.0,0.0,0.0,0.337999430912842,0.0,0.6819029372880402,0.4401419417800288
60,20260717,20260415,20260702,20260703,20260716,3600,60,0.004289014801552086,0.0,02800,0.0,0.0,0.0,1.181047702204957,0.0,0.0,0.0,0.0,0.6624607847499925,0.4114265767689745
60,20260720,20260416,20260703,20260706,20260717,3600,60,0.004408892093491067,0.1,02800+03032,0.0,0.0,0.0,0.42402526257007306,0.0,0.5565493097798747,0.0,0.0,0.7022124148323298,0.403827757259457
60,20260721,20260417,20260706,20260707,20260720,3600,60,0.00444119944528533,0.1,02800+03032,0.0,0.0,0.0,0.4393913937982969,0.0,0.5546093762984604,0.0,0.0,0.7000592112072354,0.4086283753992781
60,20260722,20260420,20260707,20260708,20260721,3600,60,0.004520302304362233,0.1,02800+03032,0.0,0.0,0.0,0.4450498436954904,0.0,0.5486357723534105,0.0,0.0,0.6864775724276477,0.4126505068496542
60,20260723,20260421,20260708,20260709,20260722,3600,60,0.0044914804607510544,0.1,02800+03032,0.0,0.0,0.0,0.46246876936962056,0.0,0.5423208029714095,0.0,0.0,0.695451336214123,0.4101533382406324
60,20260724,20260422,20260709,20260710,20260723,3600,60,0.004421993724974855,0.1,02800+02828,0.0,0.0,0.0,0.5602746473512915,0.7081283835526434,0.0,0.0,0.0,0.6994301524474675,0.40236498035584484
60,20260727,20260423,20260710,20260713,20260724,3600,60,0.004313398934112797,0.1,02800+02828,0.0,0.0,0.0,0.5734268252899611,0.6955890377615027,0.0,0.0,0.0,0.6827482256062234,0.4113808918112316
60,20260728,20260424,20260713,20260714,20260727,3600,60,0.004300544453015894,0.1,02800+02828,0.0,0.0,0.0,0.6065539538037759,0.6612760518905955,0.0,0.0,0.0,0.6685721913173693,0.4151820217333975
60,20260729,20260427,20260714,20260715,20260728,3600,60,0.003944960518853855,0.1,03032+02845,0.0,0.0,0.0,0.0,0.0,0.6122573132790083,0.0,0.17189732427647325,0.6332530429081877,0.43049907305757457
60,20260730,20260428,20260715,20260716,20260729,3600,60,0.003982952455320969,0.1,02828,0.0,0.0,0.0,0.0,1.110974491727212,0.0,0.0,0.0,0.6353681354013543,0.42326042228678756
60,20260731,20260429,20260716,20260717,20260730,3600,60,0.003288749129035619,0.01,HHI_FUT+03033,0.0,0.6907013831781006,0.0,0.0,0.0,0.0,0.3823566900793091,0.0,0.6855179608630755,0.38166065905808716
60,20260803,20260430,20260717,20260720,20260731,3600,60,0.0030624031319802496,0.1,HSI_FUT+03033,0.5931109061684575,0.0,0.0,0.0,0.0,0.0,0.4483638519316032,0.0,0.7152087030417262,0.3604268558717037
